<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ТГК-14;W;14/02/11;000000;0,0036;2378093000
ТГК-14;W;21/02/11;000000;0,0039;3827669000
ТГК-14;W;28/02/11;000000;0,003596;3139262000
ТГК-14;W;07/03/11;000000;0,00341;2204000000
ТГК-14;W;14/03/11;000000;0,003391;4026000000
ТГК-14;W;21/03/11;000000;0,0035;1541000000
ТГК-14;W;28/03/11;000000;0,003445;1472000000
ТГК-14;W;04/04/11;000000;0,003397;1981000000
ТГК-14;W;11/04/11;000000;0,003192;2879000000
ТГК-14;W;18/04/11;000000;0,00314;1202000000
ТГК-14;W;25/04/11;000000;0,003005;1710000000
ТГК-14;W;02/05/11;000000;0,00288;1369000000
ТГК-14;W;09/05/11;000000;0,002979;2141000000
ТГК-14;W;16/05/11;000000;0,002812;914000000
ТГК-14;W;23/05/11;000000;0,002816;1326000000
ТГК-14;W;30/05/11;000000;0,002887;2338000000
ТГК-14;W;06/06/11;000000;0,002923;726000000
ТГК-14;W;13/06/11;000000;0,00287;217000000
ТГК-14;W;20/06/11;000000;0,002771;1460000000
ТГК-14;W;27/06/11;000000;0,002698;2490000000
ТГК-14;W;04/07/11;000000;0,00273;2958000000
ТГК-14;W;11/07/11;000000;0,002721;1006000000
ТГК-14;W;18/07/11;000000;0,002712;661000000
ТГК-14;W;25/07/11;000000;0,002687;706000000
ТГК-14;W;01/08/11;000000;0,002471;1612000000
ТГК-14;W;08/08/11;000000;0,001994;6000000000
ТГК-14;W;15/08/11;000000;0,002034;1789000000
ТГК-14;W;22/08/11;000000;0,002018;1478000000
ТГК-14;W;29/08/11;000000;0,002022;1749000000
ТГК-14;W;05/09/11;000000;0,002091;3183000000
ТГК-14;W;12/09/11;000000;0,002103;1283000000
ТГК-14;W;19/09/11;000000;0,00182;2351000000
ТГК-14;W;26/09/11;000000;0,001827;2359000000
ТГК-14;W;03/10/11;000000;0,001899;1280000000
ТГК-14;W;10/10/11;000000;0,0019;1703000000
ТГК-14;W;17/10/11;000000;0,001928;1141000000
ТГК-14;W;24/10/11;000000;0,001991;1489000000
ТГК-14;W;31/10/11;000000;0,001941;271000000
ТГК-14;W;07/11/11;000000;0,001891;669000000
ТГК-14;W;14/11/11;000000;0,001866;674000000
ТГК-14;W;21/11/11;000000;0,0018;1497000000
ТГК-14;W;28/11/11;000000;0,0019;1457000000
ТГК-14;W;05/12/11;000000;0,001798;1563000000
ТГК-14;W;12/12/11;000000;0,001673;1534000000
ТГК-14;W;19/12/11;000000;0,001668;1054000000
ТГК-14;W;26/12/11;000000;0,001603;1620000000
ТГК-14;W;02/01/12;000000;0,001683;187000000
ТГК-14;W;09/01/12;000000;0,0017;240000000
ТГК-14;W;16/01/12;000000;0,001692;257000000
ТГК-14;W;23/01/12;000000;0,0017;478000000
ТГК-14;W;30/01/12;000000;0,001798;1869000000
ТГК-14;W;06/02/12;000000;0,001747;8202000000
ТГК-14;W;13/02/12;000000;0,001747;3910000000
ТГК-14;W;20/02/12;000000;0,001689;3096000000
ТГК-14;W;27/02/12;000000;0,001635;2940000000
ТГК-14;W;05/03/12;000000;0,001625;2332000000
ТГК-14;W;12/03/12;000000;0,00158;2273000000
ТГК-14;W;19/03/12;000000;0,001526;2033000000
ТГК-14;W;26/03/12;000000;0,001553;1658000000
ТГК-14;W;02/04/12;000000;0,001555;1844000000
ТГК-14;W;09/04/12;000000;0,001627;2456000000
ТГК-14;W;16/04/12;000000;0,001574;2060000000
ТГК-14;W;23/04/12;000000;0,001498;2183000000
ТГК-14;W;30/04/12;000000;0,001346;2299000000
ТГК-14;W;07/05/12;000000;0,001289;743000000
ТГК-14;W;14/05/12;000000;0,001151;2158000000
ТГК-14;W;21/05/12;000000;0,0011;1141000000
ТГК-14;W;28/05/12;000000;0,001035;2435000000
ТГК-14;W;04/06/12;000000;0,001095;956000000
ТГК-14;W;11/06/12;000000;0,001093;442000000
ТГК-14;W;18/06/12;000000;0,001065;549000000
ТГК-14;W;25/06/12;000000;0,00108;1795000000
ТГК-14;W;02/07/12;000000;0,001089;659000000
ТГК-14;W;09/07/12;000000;0,001073;359000000
ТГК-14;W;16/07/12;000000;0,001078;461000000
ТГК-14;W;23/07/12;000000;0,00107;419000000
ТГК-14;W;30/07/12;000000;0,001062;434000000
ТГК-14;W;06/08/12;000000;0,001109;3324000000
ТГК-14;W;13/08/12;000000;0,001688;25601000000
ТГК-14;W;20/08/12;000000;0,001397;11241000000
ТГК-14;W;27/08/12;000000;0,001328;2699000000
ТГК-14;W;03/09/12;000000;0,001355;5305000000
ТГК-14;W;10/09/12;000000;0,001406;5775000000
ТГК-14;W;17/09/12;000000;0,001332;1851000000
ТГК-14;W;24/09/12;000000;0,001314;2157000000
ТГК-14;W;01/10/12;000000;0,001284;1188000000
ТГК-14;W;08/10/12;000000;0,001268;1653000000
ТГК-14;W;15/10/12;000000;0,001327;2993000000
ТГК-14;W;22/10/12;000000;0,001394;9293000000
ТГК-14;W;29/10/12;000000;0,001371;871000000
ТГК-14;W;05/11/12;000000;0,001387;759000000
ТГК-14;W;12/11/12;000000;0,001338;714000000
ТГК-14;W;19/11/12;000000;0,001356;961000000
ТГК-14;W;26/11/12;000000;0,001354;545000000
ТГК-14;W;03/12/12;000000;0,001377;1918000000
ТГК-14;W;10/12/12;000000;0,00138;866000000
ТГК-14;W;17/12/12;000000;0,00145;3594000000
ТГК-14;W;24/12/12;000000;0,001571;2566000000
ТГК-14;W;07/01/13;000000;0,001543;1465000000
ТГК-14;W;14/01/13;000000;0,00156;1731000000
ТГК-14;W;21/01/13;000000;0,001541;1076000000
ТГК-14;W;28/01/13;000000;0,001522;1149000000
ТГК-14;W;04/02/13;000000;0,001634;2243000000
ТГК-14;W;11/02/13;000000;0,001635;1653000000
ТГК-14;W;18/02/13;000000;0,001633;45417000000
ТГК-14;W;25/02/13;000000;0,00164;28977000000
ТГК-14;W;04/03/13;000000;0,001595;2118000000
ТГК-14;W;11/03/13;000000;0,001541;1395000000
ТГК-14;W;18/03/13;000000;0,001538;1991000000
ТГК-14;W;25/03/13;000000;0,001513;1135000000
ТГК-14;W;01/04/13;000000;0,001589;4743000000
ТГК-14;W;08/04/13;000000;0,00146;6806000000
ТГК-14;W;15/04/13;000000;0,001621;3902000000
ТГК-14;W;22/04/13;000000;0,0017;1309000000
ТГК-14;W;29/04/13;000000;0,001586;340000000
ТГК-14;W;06/05/13;000000;0,001629;112000000
ТГК-14;W;13/05/13;000000;0,001535;626000000
ТГК-14;W;20/05/13;000000;0,001523;257000000
ТГК-14;W;27/05/13;000000;0,001599;1836000000
ТГК-14;W;03/06/13;000000;0,00149;696000000
ТГК-14;W;10/06/13;000000;0,001518;428000000
ТГК-14;W;17/06/13;000000;0,0015;182000000
ТГК-14;W;24/06/13;000000;0,001515;600000000
ТГК-14;W;01/07/13;000000;0,001499;217000000
ТГК-14;W;08/07/13;000000;0,001499;462000000
ТГК-14;W;15/07/13;000000;0,001461;1014000000
ТГК-14;W;22/07/13;000000;0,001545;128000000
ТГК-14;W;29/07/13;000000;0,001602;865000000
ТГК-14;W;05/08/13;000000;0,001669;292000000
ТГК-14;W;12/08/13;000000;0,00169;433000000
ТГК-14;W;19/08/13;000000;0,0016;898000000
ТГК-14;W;26/08/13;000000;0,001593;281000000
ТГК-14;W;02/09/13;000000;0,001624;86000000
ТГК-14;W;09/09/13;000000;0,001602;303000000
ТГК-14;W;16/09/13;000000;0,001645;732000000
ТГК-14;W;23/09/13;000000;0,001612;887000000
ТГК-14;W;30/09/13;000000;0,0016;616000000
ТГК-14;W;07/10/13;000000;0,001586;202000000
ТГК-14;W;14/10/13;000000;0,001575;53000000
ТГК-14;W;21/10/13;000000;0,00155;100000000
ТГК-14;W;28/10/13;000000;0,001597;219000000
ТГК-14;W;04/11/13;000000;0,001552;98000000
ТГК-14;W;11/11/13;000000;0,0015;251000000
ТГК-14;W;18/11/13;000000;0,001486;475000000
ТГК-14;W;25/11/13;000000;0,001473;148000000
ТГК-14;W;02/12/13;000000;0,0014;103000000
ТГК-14;W;09/12/13;000000;0,001561;267000000
ТГК-14;W;16/12/13;000000;0,001558;789000000
ТГК-14;W;23/12/13;000000;0,00152;117000000
ТГК-14;W;30/12/13;000000;0,001549;1000000
ТГК-14;W;06/01/14;000000;0,001519;5000000
ТГК-14;W;13/01/14;000000;0,00152;196000000
ТГК-14;W;20/01/14;000000;0,001521;519000000
ТГК-14;W;27/01/14;000000;0,001491;701000000
ТГК-14;W;03/02/14;000000;0,001491;1637000000
ТГК-14;W;10/02/14;000000;0,001422;173000000
ТГК-14;W;17/02/14;000000;0,001374;323000000
ТГК-14;W;24/02/14;000000;0,001348;414000000
ТГК-14;W;03/03/14;000000;0,00116;2401000000
ТГК-14;W;10/03/14;000000;0,001124;419000000
ТГК-14;W;17/03/14;000000;0,001116;501000000
ТГК-14;W;24/03/14;000000;0,001558;2591000000
ТГК-14;W;31/03/14;000000;0,0015;623000000
ТГК-14;W;07/04/14;000000;0,001402;265000000
ТГК-14;W;14/04/14;000000;0,001362;54000000
ТГК-14;W;21/04/14;000000;0,001296;8000000
ТГК-14;W;28/04/14;000000;0,00156;287000000
ТГК-14;W;05/05/14;000000;0,0015;368000000
ТГК-14;W;12/05/14;000000;0,001486;12000000
ТГК-14;W;19/05/14;000000;0,001643;550000000
ТГК-14;W;26/05/14;000000;0,001595;228000000
ТГК-14;W;02/06/14;000000;0,0016;229000000
ТГК-14;W;09/06/14;000000;0,00168;82000000
ТГК-14;W;16/06/14;000000;0,0016;219000000
ТГК-14;W;23/06/14;000000;0,00162;87000000
ТГК-14;W;30/06/14;000000;0,001615;888000000
ТГК-14;W;07/07/14;000000;0,001487;150000000
ТГК-14;W;14/07/14;000000;0,001467;415000000
ТГК-14;W;21/07/14;000000;0,001502;202000000
ТГК-14;W;28/07/14;000000;0,001506;91000000
ТГК-14;W;04/08/14;000000;0,00133;195000000
ТГК-14;W;11/08/14;000000;0,001448;105000000
ТГК-14;W;18/08/14;000000;0,001413;55000000
ТГК-14;W;25/08/14;000000;0,001379;45000000
ТГК-14;W;01/09/14;000000;0,001429;175000000
ТГК-14;W;08/09/14;000000;0,001531;737000000
ТГК-14;W;15/09/14;000000;0,001497;568000000
ТГК-14;W;22/09/14;000000;0,001482;293000000
ТГК-14;W;29/09/14;000000;0,00155;441000000
ТГК-14;W;06/10/14;000000;0,001545;152000000
ТГК-14;W;13/10/14;000000;0,0016;431000000
ТГК-14;W;20/10/14;000000;0,00153;416000000
ТГК-14;W;27/10/14;000000;0,001585;34000000
ТГК-14;W;03/11/14;000000;0,00153;40000000
ТГК-14;W;10/11/14;000000;0,001585;17000000
ТГК-14;W;17/11/14;000000;0,001625;624000000
ТГК-14;W;24/11/14;000000;0,001515;367000000
ТГК-14;W;01/12/14;000000;0,001505;733000000
ТГК-14;W;08/12/14;000000;0,001495;1067000000
ТГК-14;W;15/12/14;000000;0,00157;755000000
ТГК-14;W;22/12/14;000000;0,00166;598000000
ТГК-14;W;29/12/14;000000;0,001755;301000000
ТГК-14;W;05/01/15;000000;0,00174;2000000
ТГК-14;W;12/01/15;000000;0,0017;799000000
ТГК-14;W;19/01/15;000000;0,0017;214000000
ТГК-14;W;26/01/15;000000;0,001885;872000000
ТГК-14;W;02/02/15;000000;0,001955;399000000
ТГК-14;W;09/02/15;000000;0,00195;178000000
ТГК-14;W;16/02/15;000000;0,001905;351000000
ТГК-14;W;23/02/15;000000;0,00199;579000000
ТГК-14;W;02/03/15;000000;0,001805;2505000000
ТГК-14;W;09/03/15;000000;0,001765;464000000
ТГК-14;W;16/03/15;000000;0,001725;125000000
ТГК-14;W;23/03/15;000000;0,00163;122000000
ТГК-14;W;30/03/15;000000;0,001685;100000000
ТГК-14;W;06/04/15;000000;0,001635;65000000
ТГК-14;W;13/04/15;000000;0,001555;381000000
ТГК-14;W;20/04/15;000000;0,00154;44000000
ТГК-14;W;27/04/15;000000;0,00153;51000000
ТГК-14;W;04/05/15;000000;0,0015;19000000
ТГК-14;W;11/05/15;000000;0,001505;16000000
ТГК-14;W;18/05/15;000000;0,00148;111000000
ТГК-14;W;25/05/15;000000;0,0015;76000000
ТГК-14;W;01/06/15;000000;0,00145;55000000
ТГК-14;W;08/06/15;000000;0,001475;68000000
ТГК-14;W;15/06/15;000000;0,00148;101000000
ТГК-14;W;22/06/15;000000;0,00144;185000000
ТГК-14;W;29/06/15;000000;0,001455;153000000
ТГК-14;W;06/07/15;000000;0,00142;96000000
ТГК-14;W;13/07/15;000000;0,00145;26000000
ТГК-14;W;20/07/15;000000;0,001385;178000000
ТГК-14;W;27/07/15;000000;0,001365;27000000
ТГК-14;W;03/08/15;000000;0,00135;192000000
ТГК-14;W;10/08/15;000000;0,00133;493000000
ТГК-14;W;17/08/15;000000;0,00131;440000000
ТГК-14;W;24/08/15;000000;0,0013;379000000
ТГК-14;W;31/08/15;000000;0,00125;513000000
ТГК-14;W;07/09/15;000000;0,00125;357000000
ТГК-14;W;14/09/15;000000;0,001285;65000000
ТГК-14;W;21/09/15;000000;0,00125;97000000
ТГК-14;W;28/09/15;000000;0,00125;187000000
ТГК-14;W;05/10/15;000000;0,001245;48000000
ТГК-14;W;12/10/15;000000;0,001285;127000000
ТГК-14;W;19/10/15;000000;0,0013;450000000
ТГК-14;W;26/10/15;000000;0,00124;754000000
ТГК-14;W;02/11/15;000000;0,00124;512000000
ТГК-14;W;09/11/15;000000;0,00116;573000000
ТГК-14;W;16/11/15;000000;0,001285;2192000000
ТГК-14;W;23/11/15;000000;0,001135;3499000000
ТГК-14;W;30/11/15;000000;0,00113;1635000000
ТГК-14;W;07/12/15;000000;0,001065;2643000000
ТГК-14;W;14/12/15;000000;0,00111;1414000000
ТГК-14;W;21/12/15;000000;0,001135;846000000
ТГК-14;W;28/12/15;000000;0,001165;153000000
ТГК-14;W;04/01/16;000000;0,001165;38000000
ТГК-14;W;11/01/16;000000;0,0011;145000000
ТГК-14;W;18/01/16;000000;0,001085;325000000
ТГК-14;W;25/01/16;000000;0,0011;178000000
ТГК-14;W;01/02/16;000000;0,00111;205000000
ТГК-14;W;08/02/16;000000;0,0011;346000000
ТГК-14;W;15/02/16;000000;0,00108;192000000
ТГК-14;W;22/02/16;000000;0,00109;224000000
ТГК-14;W;29/02/16;000000;0,001155;733000000
ТГК-14;W;07/03/16;000000;0,001195;729000000
ТГК-14;W;14/03/16;000000;0,00118;1702000000
ТГК-14;W;21/03/16;000000;0,001205;407000000
ТГК-14;W;28/03/16;000000;0,00134;3251000000
ТГК-14;W;04/04/16;000000;0,00127;2375000000
ТГК-14;W;11/04/16;000000;0,001225;671000000
ТГК-14;W;18/04/16;000000;0,00126;489000000
ТГК-14;W;25/04/16;000000;0,001235;234000000
ТГК-14;W;02/05/16;000000;0,0014;6866000000
ТГК-14;W;09/05/16;000000;0,001425;1573000000
ТГК-14;W;16/05/16;000000;0,001355;1292000000
ТГК-14;W;23/05/16;000000;0,00134;393000000
ТГК-14;W;30/05/16;000000;0,0013;2079000000
ТГК-14;W;06/06/16;000000;0,00129;1145000000
ТГК-14;W;13/06/16;000000;0,001265;892000000
ТГК-14;W;20/06/16;000000;0,001195;382000000
ТГК-14;W;27/06/16;000000;0,00122;126000000
ТГК-14;W;04/07/16;000000;0,00122;1844000000
ТГК-14;W;11/07/16;000000;0,00124;237000000
ТГК-14;W;18/07/16;000000;0,00271;20157000000
ТГК-14;W;25/07/16;000000;0,003;41823000000
ТГК-14;W;01/08/16;000000;0,002545;11087000000
ТГК-14;W;08/08/16;000000;0,00258;16122000000
ТГК-14;W;15/08/16;000000;0,00255;10260000000
ТГК-14;W;22/08/16;000000;0,002445;37598000000
ТГК-14;W;29/08/16;000000;0,00242;7307000000
ТГК-14;W;05/09/16;000000;0,002405;12532000000
ТГК-14;W;12/09/16;000000;0,002365;1486000000
ТГК-14;W;19/09/16;000000;0,0024;492000000
ТГК-14;W;26/09/16;000000;0,002315;4256000000
ТГК-14;W;03/10/16;000000;0,002255;1532000000
ТГК-14;W;10/10/16;000000;0,002165;3704000000
ТГК-14;W;17/10/16;000000;0,002115;325000000
ТГК-14;W;24/10/16;000000;0,00236;2568000000
ТГК-14;W;31/10/16;000000;0,00229;1346000000
ТГК-14;W;07/11/16;000000;0,002385;2313000000
ТГК-14;W;14/11/16;000000;0,0025;1450000000
ТГК-14;W;21/11/16;000000;0,00257;3221000000
ТГК-14;W;28/11/16;000000;0,0026;1983000000
ТГК-14;W;05/12/16;000000;0,002645;862000000
ТГК-14;W;12/12/16;000000;0,0029;2874000000
ТГК-14;W;19/12/16;000000;0,00294;7750000000
ТГК-14;W;26/12/16;000000;0,00369;8582000000
ТГК-14;W;02/01/17;000000;0,00344;627000000
ТГК-14;W;09/01/17;000000;0,0034;2130000000
ТГК-14;W;16/01/17;000000;0,00354;1797000000
ТГК-14;W;23/01/17;000000;0,003465;1325000000
ТГК-14;W;30/01/17;000000;0,00345;568000000
ТГК-14;W;06/02/17;000000;0,00338;400000000
ТГК-14;W;13/02/17;000000;0,003445;980000000
ТГК-14;W;20/02/17;000000;0,00331;569000000
ТГК-14;W;27/02/17;000000;0,00325;2153000000
ТГК-14;W;06/03/17;000000;0,00313;908000000
ТГК-14;W;13/03/17;000000;0,003135;813000000
ТГК-14;W;20/03/17;000000;0,00301;605000000
ТГК-14;W;27/03/17;000000;0,003255;10451000000
ТГК-14;W;03/04/17;000000;0,00325;243000000
ТГК-14;W;10/04/17;000000;0,0032;4292000000
ТГК-14;W;17/04/17;000000;0,003115;439000000
ТГК-14;W;24/04/17;000000;0,00308;5154000000
ТГК-14;W;01/05/17;000000;0,00309;622000000
ТГК-14;W;08/05/17;000000;0,00305;1409000000
ТГК-14;W;15/05/17;000000;0,00305;3327000000
ТГК-14;W;22/05/17;000000;0,00306;2766000000
ТГК-14;W;29/05/17;000000;0,003;3773000000
ТГК-14;W;05/06/17;000000;0,00298;268000000
ТГК-14;W;12/06/17;000000;0,00292;2950000000
ТГК-14;W;19/06/17;000000;0,00293;92000000
ТГК-14;W;26/06/17;000000;0,00315;302000000
ТГК-14;W;03/07/17;000000;0,00299;292000000
ТГК-14;W;10/07/17;000000;0,00312;1082000000
ТГК-14;W;17/07/17;000000;0,00325;852000000
ТГК-14;W;24/07/17;000000;0,00368;807000000
ТГК-14;W;31/07/17;000000;0,00377;261000000
ТГК-14;W;07/08/17;000000;0,00382;1081000000
ТГК-14;W;14/08/17;000000;0,00378;362000000
ТГК-14;W;21/08/17;000000;0,00369;424000000
ТГК-14;W;28/08/17;000000;0,00374;254000000
ТГК-14;W;04/09/17;000000;0,00366;123000000
ТГК-14;W;11/09/17;000000;0,00402;935000000
ТГК-14;W;18/09/17;000000;0,00431;2103000000
ТГК-14;W;25/09/17;000000;0,0044;636000000
ТГК-14;W;02/10/17;000000;0,00438;527000000
ТГК-14;W;09/10/17;000000;0,00444;224000000
ТГК-14;W;16/10/17;000000;0,00423;264000000
ТГК-14;W;23/10/17;000000;0,0043;343000000
ТГК-14;W;30/10/17;000000;0,00427;103000000
ТГК-14;W;06/11/17;000000;0,00488;2837000000
ТГК-14;W;13/11/17;000000;0,00477;2347000000
ТГК-14;W;20/11/17;000000;0,00541;1513000000
ТГК-14;W;27/11/17;000000;0,0052;714000000
ТГК-14;W;04/12/17;000000;0,00521;358000000
ТГК-14;W;11/12/17;000000;0,0052;161000000
ТГК-14;W;18/12/17;000000;0,0052;463000000
ТГК-14;W;25/12/17;000000;0,00521;88000000
ТГК-14;W;01/01/18;000000;0,0052;132000000
ТГК-14;W;08/01/18;000000;0,00573;137000000
ТГК-14;W;15/01/18;000000;0,00575;264000000
ТГК-14;W;22/01/18;000000;0,00577;147000000
ТГК-14;W;29/01/18;000000;0,00614;465000000
ТГК-14;W;05/02/18;000000;0,0055;269000000
ТГК-14;W;12/02/18;000000;0,00569;159000000
ТГК-14;W;19/02/18;000000;0,00565;18000000
ТГК-14;W;26/02/18;000000;0,00532;146000000
ТГК-14;W;05/03/18;000000;0,00524;125000000
ТГК-14;W;12/03/18;000000;0,00528;107000000
ТГК-14;W;19/03/18;000000;0,0052;171000000
ТГК-14;W;26/03/18;000000;0,00521;364000000
ТГК-14;W;02/04/18;000000;0,00547;686000000
ТГК-14;W;09/04/18;000000;0,0052;688000000
ТГК-14;W;16/04/18;000000;0,00571;347000000
ТГК-14;W;23/04/18;000000;0,0057;170000000
ТГК-14;W;30/04/18;000000;0,0057;83000000
ТГК-14;W;07/05/18;000000;0,00579;58000000
ТГК-14;W;14/05/18;000000;0,00571;478000000
ТГК-14;W;21/05/18;000000;0,00558;181000000
ТГК-14;W;28/05/18;000000;0,00549;193000000
ТГК-14;W;04/06/18;000000;0,00539;105000000
ТГК-14;W;11/06/18;000000;0,0052;350000000
ТГК-14;W;18/06/18;000000;0,0052;690000000
ТГК-14;W;25/06/18;000000;0,0053;429000000
ТГК-14;W;02/07/18;000000;0,00529;182000000
ТГК-14;W;09/07/18;000000;0,00523;133000000
ТГК-14;W;16/07/18;000000;0,0052;164000000
ТГК-14;W;23/07/18;000000;0,0052;392000000
ТГК-14;W;30/07/18;000000;0,00532;131000000
ТГК-14;W;06/08/18;000000;0,0052;178000000
ТГК-14;W;13/08/18;000000;0,00546;115000000
ТГК-14;W;20/08/18;000000;0,0055;153000000
ТГК-14;W;27/08/18;000000;0,00634;757000000
ТГК-14;W;03/09/18;000000;0,0063;258000000
ТГК-14;W;10/09/18;000000;0,0058;460000000
ТГК-14;W;17/09/18;000000;0,00564;597000000
ТГК-14;W;24/09/18;000000;0,0054;731000000
ТГК-14;W;01/10/18;000000;0,00552;83000000
ТГК-14;W;08/10/18;000000;0,00534;157000000
ТГК-14;W;15/10/18;000000;0,0054;58000000
ТГК-14;W;22/10/18;000000;0,00534;163000000
ТГК-14;W;29/10/18;000000;0,00536;71000000
ТГК-14;W;05/11/18;000000;0,0053;50000000
ТГК-14;W;12/11/18;000000;0,0053;413000000
ТГК-14;W;19/11/18;000000;0,00522;336000000
ТГК-14;W;26/11/18;000000;0,00506;667000000
ТГК-14;W;03/12/18;000000;0,0051;152000000
ТГК-14;W;10/12/18;000000;0,00504;45000000
ТГК-14;W;17/12/18;000000;0,00506;110000000
ТГК-14;W;24/12/18;000000;0,00512;308000000
ТГК-14;W;31/12/18;000000;0,00516;36000000
ТГК-14;W;07/01/19;000000;0,00508;83000000
ТГК-14;W;14/01/19;000000;0,0049;120000000
ТГК-14;W;21/01/19;000000;0,0049;50000000
ТГК-14;W;28/01/19;000000;0,00486;70000000
ТГК-14;W;04/02/19;000000;0,00492;592000000
ТГК-14;W;11/02/19;000000;0,00488;33000000
ТГК-14;W;18/02/19;000000;0,00476;403000000
ТГК-14;W;25/02/19;000000;0,00476;319000000
ТГК-14;W;04/03/19;000000;0,00476;77000000
ТГК-14;W;11/03/19;000000;0,00476;55000000
ТГК-14;W;18/03/19;000000;0,00476;68000000
ТГК-14;W;25/03/19;000000;0,00486;19000000
ТГК-14;W;01/04/19;000000;0,00488;99000000
ТГК-14;W;08/04/19;000000;0,00482;40000000
ТГК-14;W;15/04/19;000000;0,00478;49000000
ТГК-14;W;22/04/19;000000;0,00478;30000000
ТГК-14;W;29/04/19;000000;0,0049;70000000
ТГК-14;W;06/05/19;000000;0,00476;293000000
ТГК-14;W;13/05/19;000000;0,00472;135000000
ТГК-14;W;20/05/19;000000;0,00475;30000000
ТГК-14;W;27/05/19;000000;0,00465;19000000
ТГК-14;W;03/06/19;000000;0,00453;209000000
ТГК-14;W;10/06/19;000000;0,00452;53000000
ТГК-14;W;17/06/19;000000;0,00447;211000000
ТГК-14;W;24/06/19;000000;0,00443;27000000
ТГК-14;W;01/07/19;000000;0,00451;48000000
ТГК-14;W;08/07/19;000000;0,00447;190000000
ТГК-14;W;15/07/19;000000;0,00455;55000000
ТГК-14;W;22/07/19;000000;0,00455;59000000
ТГК-14;W;29/07/19;000000;0,00448;208000000
ТГК-14;W;05/08/19;000000;0,00435;169000000
ТГК-14;W;12/08/19;000000;0,00438;22000000
ТГК-14;W;19/08/19;000000;0,00433;53000000
ТГК-14;W;26/08/19;000000;0,0043;31000000
ТГК-14;W;02/09/19;000000;0,00432;33000000
ТГК-14;W;09/09/19;000000;0,00449;58000000
ТГК-14;W;16/09/19;000000;0,00445;109000000
ТГК-14;W;23/09/19;000000;0,0044;38000000
ТГК-14;W;30/09/19;000000;0,00432;106000000
ТГК-14;W;07/10/19;000000;0,0043;39000000
ТГК-14;W;14/10/19;000000;0,00437;65000000
ТГК-14;W;21/10/19;000000;0,00435;76000000
ТГК-14;W;28/10/19;000000;0,00426;48000000
ТГК-14;W;04/11/19;000000;0,00433;70000000
ТГК-14;W;11/11/19;000000;0,00424;27000000
ТГК-14;W;18/11/19;000000;0,00419;56000000
ТГК-14;W;25/11/19;000000;0,00417;52000000
ТГК-14;W;02/12/19;000000;0,00418;95000000
ТГК-14;W;09/12/19;000000;0,00425;63000000
ТГК-14;W;16/12/19;000000;0,00413;118000000
ТГК-14;W;23/12/19;000000;0,00407;253000000
ТГК-14;W;30/12/19;000000;0,00416;55000000
ТГК-14;W;06/01/20;000000;0,00429;219000000
ТГК-14;W;13/01/20;000000;0,00445;5502000000
ТГК-14;W;20/01/20;000000;0,00419;1510000000
ТГК-14;W;27/01/20;000000;0,00413;489000000
ТГК-14;W;03/02/20;000000;0,0041;356000000
ТГК-14;W;10/02/20;000000;0,00498;15867000000
ТГК-14;W;17/02/20;000000;0,00451;91671000000
ТГК-14;W;24/02/20;000000;0,00356;13736000000
ТГК-14;W;02/03/20;000000;0,00356;12253000000
ТГК-14;W;09/03/20;000000;0,00276;10941000000
ТГК-14;W;16/03/20;000000;0,00263;11043000000
ТГК-14;W;23/03/20;000000;0,0027;5737000000
Белон ао;W;11/01/10;000000;23;11905024
Белон ао;W;18/01/10;000000;22,4;5404835
Белон ао;W;25/01/10;000000;21,67;2730530
Белон ао;W;01/02/10;000000;21,6;4881798
Белон ао;W;08/02/10;000000;21,3;2075063
Белон ао;W;15/02/10;000000;23,67;3634574
Белон ао;W;22/02/10;000000;23,7;1526135
Белон ао;W;01/03/10;000000;25,89;4724455
Белон ао;W;08/03/10;000000;25,65;3568129
Белон ао;W;15/03/10;000000;25,89;3206342
Белон ао;W;22/03/10;000000;28;5927330
Белон ао;W;29/03/10;000000;30,58;7424592
Белон ао;W;05/04/10;000000;33,3;6095659
Белон ао;W;12/04/10;000000;33,07;5770755
Белон ао;W;19/04/10;000000;33,99;3650057
Белон ао;W;26/04/10;000000;36,47;3971623
Белон ао;W;03/05/10;000000;31;2284658
Белон ао;W;10/05/10;000000;36,42;6319263
Белон ао;W;17/05/10;000000;33,57;2444139
Белон ао;W;24/05/10;000000;30,95;3411272
Белон ао;W;31/05/10;000000;29,09;2436479
Белон ао;W;07/06/10;000000;27,78;2339206
Белон ао;W;14/06/10;000000;28,29;2134072
Белон ао;W;21/06/10;000000;27,54;1694475
Белон ао;W;28/06/10;000000;25,1;3022519
Белон ао;W;05/07/10;000000;25,35;1705500
Белон ао;W;12/07/10;000000;24,77;1671241
Белон ао;W;19/07/10;000000;25,2;2445648
Белон ао;W;26/07/10;000000;26,96;4919167
Белон ао;W;02/08/10;000000;26,75;2229063
Белон ао;W;09/08/10;000000;25,1;1719608
Белон ао;W;16/08/10;000000;25,78;1592920
Белон ао;W;23/08/10;000000;25,88;809855
Белон ао;W;30/08/10;000000;25,73;2852081
Белон ао;W;06/09/10;000000;27,68;3551364
Белон ао;W;13/09/10;000000;26,1;2715598
Белон ао;W;20/09/10;000000;26,7;1459497
Белон ао;W;27/09/10;000000;27,51;2116663
Белон ао;W;04/10/10;000000;27,13;2308540
