<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
Белон ао;W;11/10/10;000000;27,48;1824275
Белон ао;W;18/10/10;000000;27,18;2387196
Белон ао;W;25/10/10;000000;26,33;2191020
Белон ао;W;01/11/10;000000;26,06;1057499
Белон ао;W;08/11/10;000000;25,43;3360458
Белон ао;W;15/11/10;000000;25,74;1933988
Белон ао;W;22/11/10;000000;25;3098212
Белон ао;W;29/11/10;000000;25,7;5152071
Белон ао;W;06/12/10;000000;25,7;4723082
Белон ао;W;13/12/10;000000;25,82;1228539
Белон ао;W;20/12/10;000000;25,3;1983171
Белон ао;W;27/12/10;000000;24,6;3239882
Белон ао;W;10/01/11;000000;26,82;8360958
Белон ао;W;17/01/11;000000;26;3360956
Белон ао;W;24/01/11;000000;25,65;1813851
Белон ао;W;31/01/11;000000;25,32;1833312
Белон ао;W;07/02/11;000000;24,88;1810745
Белон ао;W;14/02/11;000000;24,96;1549720
Белон ао;W;21/02/11;000000;24,75;964983
Белон ао;W;28/02/11;000000;23,679;1527030
Белон ао;W;07/03/11;000000;22,205;727600
Белон ао;W;14/03/11;000000;21,5;1488400
Белон ао;W;21/03/11;000000;22,1;1226400
Белон ао;W;28/03/11;000000;20,5;2411400
Белон ао;W;04/04/11;000000;20,559;3843600
Белон ао;W;11/04/11;000000;19,635;1466600
Белон ао;W;18/04/11;000000;19,284;901200
Белон ао;W;25/04/11;000000;19,052;824900
Белон ао;W;02/05/11;000000;18,547;1318900
Белон ао;W;09/05/11;000000;18,899;495200
Белон ао;W;16/05/11;000000;18,4;589000
Белон ао;W;23/05/11;000000;18,201;879000
Белон ао;W;30/05/11;000000;18,307;657900
Белон ао;W;06/06/11;000000;18,118;350500
Белон ао;W;13/06/11;000000;18,341;277400
Белон ао;W;20/06/11;000000;17,891;156500
Белон ао;W;27/06/11;000000;17,903;232500
Белон ао;W;04/07/11;000000;18;542100
Белон ао;W;11/07/11;000000;18,15;228400
Белон ао;W;18/07/11;000000;19,218;945300
Белон ао;W;25/07/11;000000;17,8;751100
Белон ао;W;01/08/11;000000;15,808;518700
Белон ао;W;08/08/11;000000;13,425;1424400
Белон ао;W;15/08/11;000000;13,498;1242800
Белон ао;W;22/08/11;000000;13,416;305400
Белон ао;W;29/08/11;000000;13,9;156700
Белон ао;W;05/09/11;000000;13,81;253000
Белон ао;W;12/09/11;000000;13,518;674600
Белон ао;W;19/09/11;000000;11,679;689100
Белон ао;W;26/09/11;000000;12,2;828600
Белон ао;W;03/10/11;000000;12,2;690500
Белон ао;W;10/10/11;000000;12,03;1462200
Белон ао;W;17/10/11;000000;12,2;957500
Белон ао;W;24/10/11;000000;12,401;991300
Белон ао;W;31/10/11;000000;11,915;459600
Белон ао;W;07/11/11;000000;11,799;277700
Белон ао;W;14/11/11;000000;11,456;309400
Белон ао;W;21/11/11;000000;10,6;309900
Белон ао;W;28/11/11;000000;11,455;339300
Белон ао;W;05/12/11;000000;11,099;386300
Белон ао;W;12/12/11;000000;10,173;880800
Белон ао;W;19/12/11;000000;9,95;422900
Белон ао;W;26/12/11;000000;9,6;1212200
Белон ао;W;02/01/12;000000;9,95;178200
Белон ао;W;09/01/12;000000;9,922;792600
Белон ао;W;16/01/12;000000;10,059;749400
Белон ао;W;23/01/12;000000;10,339;956600
Белон ао;W;30/01/12;000000;11,221;1779100
Белон ао;W;06/02/12;000000;10,857;1042600
Белон ао;W;13/02/12;000000;11,4;1827900
Белон ао;W;20/02/12;000000;11,44;3217600
Белон ао;W;27/02/12;000000;11,5;1817100
Белон ао;W;05/03/12;000000;11,661;619000
Белон ао;W;12/03/12;000000;11,15;777500
Белон ао;W;19/03/12;000000;10,85;1433800
Белон ао;W;26/03/12;000000;10,842;446400
Белон ао;W;02/04/12;000000;10,8;288700
Белон ао;W;09/04/12;000000;11;361000
Белон ао;W;16/04/12;000000;10,861;168400
Белон ао;W;23/04/12;000000;10,29;630000
Белон ао;W;30/04/12;000000;9,028;1353600
Белон ао;W;07/05/12;000000;8,94;399300
Белон ао;W;14/05/12;000000;7,84;657100
Белон ао;W;21/05/12;000000;7,64;957200
Белон ао;W;28/05/12;000000;7,148;1003900
Белон ао;W;04/06/12;000000;7,949;852100
Белон ао;W;11/06/12;000000;7,986;243800
Белон ао;W;18/06/12;000000;7,95;1162200
Белон ао;W;25/06/12;000000;8,044;241700
Белон ао;W;02/07/12;000000;7,95;562800
Белон ао;W;09/07/12;000000;7,964;387900
Белон ао;W;16/07/12;000000;7,9;153400
Белон ао;W;23/07/12;000000;7,933;433100
Белон ао;W;30/07/12;000000;8;630200
Белон ао;W;06/08/12;000000;7,95;923300
Белон ао;W;13/08/12;000000;7,753;1051300
Белон ао;W;20/08/12;000000;7,776;306500
Белон ао;W;27/08/12;000000;7,64;389700
Белон ао;W;03/09/12;000000;7,847;503400
Белон ао;W;10/09/12;000000;8,272;1929900
Белон ао;W;17/09/12;000000;8,03;1226200
Белон ао;W;24/09/12;000000;8,3;710900
Белон ао;W;01/10/12;000000;8,225;284600
Белон ао;W;08/10/12;000000;8;281800
Белон ао;W;15/10/12;000000;7,767;707500
Белон ао;W;22/10/12;000000;7,3;562700
Белон ао;W;29/10/12;000000;7,243;663400
Белон ао;W;05/11/12;000000;7,06;151900
Белон ао;W;12/11/12;000000;6,91;457500
Белон ао;W;19/11/12;000000;6,968;151400
Белон ао;W;26/11/12;000000;6,714;191200
Белон ао;W;03/12/12;000000;6,684;338900
Белон ао;W;10/12/12;000000;6,5;303600
Белон ао;W;17/12/12;000000;6,433;520200
Белон ао;W;24/12/12;000000;5,983;2218300
Белон ао;W;07/01/13;000000;6,198;823300
Белон ао;W;14/01/13;000000;6,196;1053800
Белон ао;W;21/01/13;000000;6,33;652100
Белон ао;W;28/01/13;000000;6,58;1889600
Белон ао;W;04/02/13;000000;6,596;1083900
Белон ао;W;11/02/13;000000;6,382;308600
Белон ао;W;18/02/13;000000;6,227;270200
Белон ао;W;25/02/13;000000;6,083;283100
Белон ао;W;04/03/13;000000;5,992;356900
Белон ао;W;11/03/13;000000;5,92;653000
Белон ао;W;18/03/13;000000;5,521;621300
Белон ао;W;25/03/13;000000;5,172;597400
Белон ао;W;01/04/13;000000;5;634300
Белон ао;W;08/04/13;000000;4,587;720600
Белон ао;W;15/04/13;000000;4,092;620900
Белон ао;W;22/04/13;000000;4,33;289200
Белон ао;W;29/04/13;000000;4,73;257500
Белон ао;W;06/05/13;000000;4,572;117400
Белон ао;W;13/05/13;000000;4,631;470600
Белон ао;W;20/05/13;000000;4,28;183600
Белон ао;W;27/05/13;000000;3,711;875200
Белон ао;W;03/06/13;000000;3,93;1023500
Белон ао;W;10/06/13;000000;4;371100
Белон ао;W;17/06/13;000000;3,94;131000
Белон ао;W;24/06/13;000000;4,47;1160600
Белон ао;W;01/07/13;000000;4,38;235500
Белон ао;W;08/07/13;000000;4,33;235700
Белон ао;W;15/07/13;000000;4,498;822100
Белон ао;W;22/07/13;000000;4,315;378900
Белон ао;W;29/07/13;000000;4,215;110400
Белон ао;W;05/08/13;000000;4,272;130600
Белон ао;W;12/08/13;000000;4,229;235200
Белон ао;W;19/08/13;000000;4,063;552600
Белон ао;W;26/08/13;000000;3,886;766500
Белон ао;W;02/09/13;000000;3,876;722900
Белон ао;W;09/09/13;000000;3,861;1733500
Белон ао;W;16/09/13;000000;3,785;1143600
Белон ао;W;23/09/13;000000;3,727;386200
Белон ао;W;30/09/13;000000;3,539;476300
Белон ао;W;07/10/13;000000;3,53;492900
Белон ао;W;14/10/13;000000;3,631;5442900
Белон ао;W;21/10/13;000000;3,583;703400
Белон ао;W;28/10/13;000000;3,543;351800
Белон ао;W;04/11/13;000000;3,427;424200
Белон ао;W;11/11/13;000000;2,999;1477500
Белон ао;W;18/11/13;000000;2,948;785100
Белон ао;W;25/11/13;000000;2,545;3649800
Белон ао;W;02/12/13;000000;2,55;1252200
Белон ао;W;09/12/13;000000;2,408;1096500
Белон ао;W;16/12/13;000000;2,6;1726100
Белон ао;W;23/12/13;000000;2,58;6726000
Белон ао;W;30/12/13;000000;2,501;1262000
Белон ао;W;06/01/14;000000;2,519;553500
Белон ао;W;13/01/14;000000;2,595;2030200
Белон ао;W;20/01/14;000000;2,645;2585600
Белон ао;W;27/01/14;000000;2,598;2091100
Белон ао;W;03/02/14;000000;2,659;1248300
Белон ао;W;10/02/14;000000;2,867;1197800
Белон ао;W;17/02/14;000000;3,001;787400
Белон ао;W;24/02/14;000000;2,74;988800
Белон ао;W;03/03/14;000000;2,895;1095900
Белон ао;W;10/03/14;000000;2,701;796800
Белон ао;W;17/03/14;000000;2,831;495300
Белон ао;W;24/03/14;000000;3,018;429700
Белон ао;W;31/03/14;000000;2,878;641000
Белон ао;W;07/04/14;000000;3,04;629800
Белон ао;W;14/04/14;000000;2,929;342400
Белон ао;W;21/04/14;000000;3,197;340100
Белон ао;W;28/04/14;000000;3,438;1058500
Белон ао;W;05/05/14;000000;3,689;425400
Белон ао;W;12/05/14;000000;3,437;891800
Белон ао;W;19/05/14;000000;3,378;2316900
Белон ао;W;26/05/14;000000;3,445;253400
Белон ао;W;02/06/14;000000;3,31;259500
Белон ао;W;09/06/14;000000;3,432;366000
Белон ао;W;16/06/14;000000;3,457;1011000
Белон ао;W;23/06/14;000000;3,149;1092600
Белон ао;W;30/06/14;000000;3,15;871900
Белон ао;W;07/07/14;000000;2,998;413400
Белон ао;W;14/07/14;000000;2,899;247200
Белон ао;W;21/07/14;000000;2,859;268300
Белон ао;W;28/07/14;000000;2,844;409400
Белон ао;W;04/08/14;000000;2,7;152300
Белон ао;W;11/08/14;000000;2,768;397900
Белон ао;W;18/08/14;000000;2,827;1153100
Белон ао;W;25/08/14;000000;2,824;213100
Белон ао;W;01/09/14;000000;2,904;752700
Белон ао;W;08/09/14;000000;2,809;1184200
Белон ао;W;15/09/14;000000;2,758;143800
Белон ао;W;22/09/14;000000;2,735;239000
Белон ао;W;29/09/14;000000;3,01;2629700
Белон ао;W;06/10/14;000000;2,815;813700
Белон ао;W;13/10/14;000000;2,845;823300
Белон ао;W;20/10/14;000000;2,86;358900
Белон ао;W;27/10/14;000000;3,06;1322700
Белон ао;W;03/11/14;000000;4,11;5870900
Белон ао;W;10/11/14;000000;4,48;3482100
Белон ао;W;17/11/14;000000;4,85;4226400
Белон ао;W;24/11/14;000000;5,2;4723500
Белон ао;W;01/12/14;000000;5,295;3157200
Белон ао;W;08/12/14;000000;4,4;6177900
Белон ао;W;15/12/14;000000;3,725;6850200
Белон ао;W;22/12/14;000000;3,38;3088400
Белон ао;W;29/12/14;000000;3,365;1975100
Белон ао;W;05/01/15;000000;3,515;2763600
Белон ао;W;12/01/15;000000;3,475;1060600
Белон ао;W;19/01/15;000000;3,57;2621100
Белон ао;W;26/01/15;000000;3,995;3710800
Белон ао;W;02/02/15;000000;4,165;3815200
Белон ао;W;09/02/15;000000;4,05;4066600
Белон ао;W;16/02/15;000000;4,435;4913000
Белон ао;W;23/02/15;000000;4,64;2332600
Белон ао;W;02/03/15;000000;4,875;4775900
Белон ао;W;09/03/15;000000;3,9;5901600
Белон ао;W;16/03/15;000000;3,985;3381400
Белон ао;W;23/03/15;000000;3,825;1176700
Белон ао;W;30/03/15;000000;4,14;866300
Белон ао;W;06/04/15;000000;3,85;1563400
Белон ао;W;13/04/15;000000;3,88;1209700
Белон ао;W;20/04/15;000000;3,81;842100
Белон ао;W;27/04/15;000000;3,71;712000
Белон ао;W;04/05/15;000000;3,725;572200
Белон ао;W;11/05/15;000000;3,585;1263400
Белон ао;W;18/05/15;000000;3,67;322600
Белон ао;W;25/05/15;000000;3,805;1495000
Белон ао;W;01/06/15;000000;3,745;238200
Белон ао;W;08/06/15;000000;3,7;462200
Белон ао;W;15/06/15;000000;3,74;346300
Белон ао;W;22/06/15;000000;3,69;224900
Белон ао;W;29/06/15;000000;3,7;397100
Белон ао;W;06/07/15;000000;3,7;633900
Белон ао;W;13/07/15;000000;4,04;816400
Белон ао;W;20/07/15;000000;3,825;298500
Белон ао;W;27/07/15;000000;3,93;294600
Белон ао;W;03/08/15;000000;3,79;275800
Белон ао;W;10/08/15;000000;3,8;339700
Белон ао;W;17/08/15;000000;3,91;559900
Белон ао;W;24/08/15;000000;3,95;371700
Белон ао;W;31/08/15;000000;4,02;851600
Белон ао;W;07/09/15;000000;3,96;402300
Белон ао;W;14/09/15;000000;3,99;214800
Белон ао;W;21/09/15;000000;3,65;826700
Белон ао;W;28/09/15;000000;3,58;466800
Белон ао;W;05/10/15;000000;3,76;560700
Белон ао;W;12/10/15;000000;3,83;539000
Белон ао;W;19/10/15;000000;3,77;318800
Белон ао;W;26/10/15;000000;3,98;653200
Белон ао;W;02/11/15;000000;3,85;968700
Белон ао;W;09/11/15;000000;3,99;1218100
Белон ао;W;16/11/15;000000;4,05;1823500
Белон ао;W;23/11/15;000000;3,9;842200
Белон ао;W;30/11/15;000000;3,95;520700
Белон ао;W;07/12/15;000000;3,81;277900
Белон ао;W;14/12/15;000000;3,92;633200
Белон ао;W;21/12/15;000000;3,87;309700
Белон ао;W;28/12/15;000000;4;316000
Белон ао;W;04/01/16;000000;5,09;6071300
Белон ао;W;11/01/16;000000;3,82;21925400
Белон ао;W;18/01/16;000000;3,97;3059200
Белон ао;W;25/01/16;000000;3,97;1636000
Белон ао;W;01/02/16;000000;4,08;542100
Белон ао;W;08/02/16;000000;4,04;452000
Белон ао;W;15/02/16;000000;4,05;646700
Белон ао;W;22/02/16;000000;4,07;236300
Белон ао;W;29/02/16;000000;4,13;522100
Белон ао;W;07/03/16;000000;4,55;2478000
Белон ао;W;14/03/16;000000;4,37;1227600
Белон ао;W;21/03/16;000000;4,47;633600
Белон ао;W;28/03/16;000000;4,44;247800
Белон ао;W;04/04/16;000000;5,03;5331000
Белон ао;W;11/04/16;000000;4,74;2515500
Белон ао;W;18/04/16;000000;4,58;995300
Белон ао;W;25/04/16;000000;4,46;990700
Белон ао;W;02/05/16;000000;4,2;1595100
Белон ао;W;09/05/16;000000;4,36;445000
Белон ао;W;16/05/16;000000;4,28;337700
Белон ао;W;23/05/16;000000;4,39;184100
Белон ао;W;30/05/16;000000;4,21;491300
Белон ао;W;06/06/16;000000;4,29;148500
Белон ао;W;13/06/16;000000;4,32;240100
Белон ао;W;20/06/16;000000;4,31;333600
Белон ао;W;27/06/16;000000;4,31;253400
Белон ао;W;04/07/16;000000;4,32;445800
Белон ао;W;11/07/16;000000;4,09;998800
Белон ао;W;18/07/16;000000;4,27;583800
Белон ао;W;25/07/16;000000;4,5;1934200
Белон ао;W;01/08/16;000000;4,29;193700
Белон ао;W;08/08/16;000000;4,34;386000
Белон ао;W;15/08/16;000000;4,53;1001200
Белон ао;W;22/08/16;000000;4,78;1371300
Белон ао;W;29/08/16;000000;4,55;1285000
Белон ао;W;05/09/16;000000;5,12;4012800
Белон ао;W;12/09/16;000000;4,64;1331100
Белон ао;W;19/09/16;000000;4,84;925900
Белон ао;W;26/09/16;000000;4,57;2505300
Белон ао;W;03/10/16;000000;4,67;788600
Белон ао;W;10/10/16;000000;4,28;2103400
Белон ао;W;17/10/16;000000;4,4;1429100
Белон ао;W;24/10/16;000000;4,96;9140700
Белон ао;W;31/10/16;000000;4,8;1029000
Белон ао;W;07/11/16;000000;4,97;3807600
Белон ао;W;14/11/16;000000;5,17;5043100
Белон ао;W;21/11/16;000000;5,05;1837700
Белон ао;W;28/11/16;000000;5,01;977700
Белон ао;W;05/12/16;000000;5,02;1036400
Белон ао;W;12/12/16;000000;4,98;2379200
Белон ао;W;19/12/16;000000;4,68;1431300
Белон ао;W;26/12/16;000000;4,91;559700
Белон ао;W;02/01/17;000000;4,8;340700
Белон ао;W;09/01/17;000000;4,65;770800
Белон ао;W;16/01/17;000000;4,64;917900
Белон ао;W;23/01/17;000000;4,65;1089300
Белон ао;W;30/01/17;000000;4,69;852300
Белон ао;W;06/02/17;000000;4,53;1813700
Белон ао;W;13/02/17;000000;4,37;2005200
Белон ао;W;20/02/17;000000;4,3;481500
Белон ао;W;27/02/17;000000;4,11;821300
Белон ао;W;06/03/17;000000;3,95;590100
Белон ао;W;13/03/17;000000;3,9;644100
Белон ао;W;20/03/17;000000;3,87;1140800
Белон ао;W;27/03/17;000000;3,68;652900
Белон ао;W;03/04/17;000000;3,65;1026000
Белон ао;W;10/04/17;000000;3,24;989600
Белон ао;W;17/04/17;000000;2,8;6218600
Белон ао;W;24/04/17;000000;2,88;825100
Белон ао;W;01/05/17;000000;2,74;1135800
Белон ао;W;08/05/17;000000;2,72;145400
Белон ао;W;15/05/17;000000;2,77;438400
Белон ао;W;22/05/17;000000;2,64;924100
Белон ао;W;29/05/17;000000;2,64;880500
Белон ао;W;05/06/17;000000;2,6;971400
Белон ао;W;12/06/17;000000;2,56;241100
Белон ао;W;19/06/17;000000;2,57;770800
Белон ао;W;26/06/17;000000;2,5;874100
Белон ао;W;03/07/17;000000;2,79;1401700
Белон ао;W;10/07/17;000000;3,05;1303100
Белон ао;W;17/07/17;000000;2,95;782700
Белон ао;W;24/07/17;000000;2,93;308400
Белон ао;W;31/07/17;000000;3,06;463600
Белон ао;W;07/08/17;000000;3,08;651200
Белон ао;W;14/08/17;000000;3,05;450300
Белон ао;W;21/08/17;000000;2,97;304900
Белон ао;W;28/08/17;000000;2,9;5782800
Белон ао;W;04/09/17;000000;3,05;914000
Белон ао;W;11/09/17;000000;3,12;592000
Белон ао;W;18/09/17;000000;3,01;539000
Белон ао;W;25/09/17;000000;3,06;569800
Белон ао;W;02/10/17;000000;2,98;285200
Белон ао;W;09/10/17;000000;3;698800
Белон ао;W;16/10/17;000000;2,98;944100
Белон ао;W;23/10/17;000000;2,93;835200
Белон ао;W;30/10/17;000000;2,94;280100
Белон ао;W;06/11/17;000000;2,91;314200
Белон ао;W;13/11/17;000000;2,84;494100
Белон ао;W;20/11/17;000000;2,82;561100
Белон ао;W;27/11/17;000000;2,78;574500
Белон ао;W;04/12/17;000000;2,85;600200
Белон ао;W;11/12/17;000000;2,81;399000
Белон ао;W;18/12/17;000000;2,78;652900
Белон ао;W;25/12/17;000000;2,7;1419100
Белон ао;W;01/01/18;000000;2,75;332900
Белон ао;W;08/01/18;000000;2,79;279900
Белон ао;W;15/01/18;000000;3;1337800
Белон ао;W;22/01/18;000000;3,08;5971100
Белон ао;W;29/01/18;000000;2,99;1925300
Белон ао;W;05/02/18;000000;2,83;1441900
Белон ао;W;12/02/18;000000;2,91;535200
Белон ао;W;19/02/18;000000;2,89;316500
Белон ао;W;26/02/18;000000;2,84;382100
Белон ао;W;05/03/18;000000;2,86;454000
Белон ао;W;12/03/18;000000;2,87;869500
Белон ао;W;19/03/18;000000;2,86;446800
Белон ао;W;26/03/18;000000;2,84;706600
Белон ао;W;02/04/18;000000;2,81;737500
Белон ао;W;09/04/18;000000;2,65;1572700
Белон ао;W;16/04/18;000000;2,63;259400
Белон ао;W;23/04/18;000000;2,71;461300
Белон ао;W;30/04/18;000000;2,75;151500
Белон ао;W;07/05/18;000000;2,75;192000
Белон ао;W;14/05/18;000000;2,72;189900
Белон ао;W;21/05/18;000000;2,71;368600
Белон ао;W;28/05/18;000000;2,7;219900
Белон ао;W;04/06/18;000000;2,67;327200
Белон ао;W;11/06/18;000000;2,66;88700
Белон ао;W;18/06/18;000000;2,66;177300
Белон ао;W;25/06/18;000000;2,94;1377800
Белон ао;W;02/07/18;000000;2,84;1485500
Белон ао;W;09/07/18;000000;2,86;433800
Белон ао;W;16/07/18;000000;2,99;1755700
Белон ао;W;23/07/18;000000;2,92;393700
Белон ао;W;30/07/18;000000;2,86;173900
Белон ао;W;06/08/18;000000;2,75;658500
Белон ао;W;13/08/18;000000;2,73;132400
Белон ао;W;20/08/18;000000;2,72;351000
Белон ао;W;27/08/18;000000;2,74;123200
Белон ао;W;03/09/18;000000;2,75;127000
Белон ао;W;10/09/18;000000;2,75;339100
Белон ао;W;17/09/18;000000;2,8;503200
Белон ао;W;24/09/18;000000;2,76;611400
Белон ао;W;01/10/18;000000;2,76;245700
Белон ао;W;08/10/18;000000;2,73;316400
Белон ао;W;15/10/18;000000;2,7;451900
Белон ао;W;22/10/18;000000;2,7;390000
Белон ао;W;29/10/18;000000;2,68;279400
Белон ао;W;05/11/18;000000;2,7;223900
Белон ао;W;12/11/18;000000;2,75;1147300
