price
60.0
17.0
90.0
26.0
42.0
70.0
120.0
90.0
45.0
129.0
70.0
98.0
160.0
65.0
90.0
90.0
197.0
70.0
90.0
130.0
100.0
44.0
62.0
55.0
40.0
25.0
52.0
39.0
80.0
80.0
43.0
40.0
36.0
119.0
90.0
42.0
56.0
50.0
48.0
160.0
70.0
88.0
55.0
90.0
55.0
200.0
80.0
49.0
55.0
130.0
90.0
120.0
37.0
44.0
102.0
29.0
84.0
80.0
69.0
185.0
49.0
155.0
66.0
70.0
53.0
70.0
92.0
75.0
80.0
48.0
114.0
60.0
50.0
82.0
80.0
60.0
70.0
130.0
69.0
75.0
68.0
125.0
70.0
89.0
59.0
96.0
55.0
55.0
70.0
31.0
40.0
81.0
52.0
100.0
36.0
88.0
29.0
100.0
161.0
65.0
70.0
29.0
80.0
49.0
49.0
59.0
30.0
23.0
40.0
35.0
70.0
80.0
42.0
96.0
75.0
96.0
76.0
46.0
296.0
244.0
20.0
50.0
59.0
75.0
39.0
39.0
64.0
35.0
100.0
375.0
29.0
32.0
45.0
120.0
25.0
59.0
86.0
45.0
100.0
50.0
49.0
79.0
75.0
49.0
38.0
65.0
75.0
75.0
38.0
89.0
74.0
50.0
120.0
38.0
25.0
89.0
88.0
125.0
50.0
100.0
35.0
70.0
195.0
150.0
200.0
165.0
35.0
51.0
35.0
45.0
60.0
45.0
75.0
69.0
45.0
50.0
110.0
95.0
75.0
30.0
65.0
65.0
46.0
65.0
28.0
30.0
49.0
55.0
98.0
32.0
55.0
39.0
82.0
46.0
60.0
60.0
43.0
85.0
60.0
58.0
55.0
30.0
31.0
35.0
45.0
100.0
95.0
95.0
63.0
175.0
130.0
120.0
64.0
55.0
29.0
150.0
76.0
79.0
49.0
45.0
45.0
91.0
69.0
70.0
55.0
45.0
50.0
55.0
93.0
175.0
95.0
52.0
59.0
58.0
72.0
95.0
40.0
55.0
79.0
56.0
32.0
32.0
32.0
28.0
49.0
70.0
80.0
75.0
55.0
65.0
96.0
51.0
33.0
59.0
99.0
49.0
148.0
55.0
69.0
60.0
55.0
60.0
29.0
45.0
60.0
75.0
60.0
19.0
29.0
29.0
9.0
9.0
9.0
9.0
9.0
55.0
85.0
48.0
55.0
129.0
69.0
46.0
55.0
53.0
65.0
89.0
70.0
43.0
125.0
61.0
64.0
65.0
80.0
55.0
70.0
50.0
59.0
65.0
76.0
45.0
60.0
29.0
34.0
50.0
34.0
75.0
65.0
80.0
120.0
50.0
54.0
29.0
30.0
40.0
64.0
55.0
66.0
37.0
60.0
70.0
38.0
69.0
35.0
65.0
38.0
54.0
30.0
31.0
84.0
45.0
43.0
77.0
38.0
39.0
44.0
149.0
87.0
95.0
27.0
27.0
27.0
36.0
30.0
55.0
28.0
72.0
35.0
40.0
70.0
48.0
54.0
38.0
95.0
65.0
49.0
60.0
70.0
48.0
50.0
35.0
65.0
29.0
74.0
60.0
48.0
59.0
36.0
39.0
36.0
89.0
78.0
49.0
82.0
33.0
33.0
60.0
48.0
40.0
25.0
29.0
49.0
67.0
33.0
65.0
80.0
86.0
75.0
40.0
51.0
130.0
80.0
99.0
180.0
25.0
50.0
36.0
39.0
64.0
100.0
65.0
70.0
85.0
65.0
75.0
39.0
22.0
51.0
29.0
37.0
50.0
60.0
95.0
59.0
56.0
48.0
28.0
130.0
90.0
83.0
70.0
60.0
209.0
70.0
44.0
34.0
30.0
33.0
95.0
35.0
47.0
189.0
30.0
85.0
15.0
58.0
53.0
45.0
35.0
65.0
65.0
125.0
45.0
50.0
75.0
75.0
73.0
39.0
98.0
65.0
80.0
35.0
35.0
235.0
60.0
46.0
79.0
37.0
52.0
99.0
51.0
160.0
63.0
49.0
40.0
90.0
64.0
100.0
64.0
21.0
80.0
38.0
65.0
80.0
80.0
68.0
99.0
40.0
38.0
70.0
85.0
39.0
79.0
50.0
69.0
59.0
120.0
50.0
70.0
30.0
46.0
60.0
75.0
33.0
50.0
49.0
50.0
46.0
30.0
120.0
48.0
15.0
23.0
45.0
76.0
70.0
30.0
50.0
22.0
30.0
45.0
100.0
50.0
33.0
55.0
48.0
60.0
25.0
70.0
50.0
65.0
35.0
160.0
140.0
70.0
70.0
31.0
65.0
98.0
120.0
76.0
80.0
44.0
75.0
95.0
235.0
100.0
37.0
62.0
80.0
45.0
60.0
36.0
85.0
55.0
35.0
24.0
49.0
99.0
100.0
35.0
109.0
34.0
35.0
102.0
29.0
69.0
45.0
35.0
45.0
19.0
85.0
39.0
89.0
40.0
65.0
45.0
20.0
43.0
95.0
50.0
45.0
69.0
27.0
39.0
120.0
35.0
75.0
80.0
40.0
50.0
25.0
78.0
37.0
75.0
50.0
33.0
208.0
80.0
45.0
68.0
20.0
35.0
79.0
44.0
45.0
50.0
78.0
35.0
95.0
55.0
125.0
78.0
55.0
34.0
100.0
35.0
59.0
100.0
38.0
195.0
80.0
75.0
100.0
38.0
73.0
70.0
45.0
55.0
160.0
39.0
85.0
80.0
50.0
35.0
34.0
45.0
55.0
49.0
39.0
89.0
65.0
68.0
32.0
59.0
16.0
35.0
38.0
100.0
75.0
60.0
45.0
30.0
100.0
65.0
75.0
52.0
65.0
60.0
98.0
30.0
35.0
29.0
110.0
51.0
38.0
60.0
45.0
49.0
63.0
45.0
120.0
95.0
150.0
52.0
80.0
55.0
60.0
107.0
90.0
70.0
100.0
45.0
55.0
92.0
69.0
50.0
36.0
67.0
79.0
48.0
68.0
35.0
44.0
55.0
35.0
50.0
120.0
190.0
150.0
99.0
50.0
62.0
29.0
54.0
75.0
75.0
85.0
79.0
45.0
55.0
51.0
70.0
85.0
30.0
60.0
95.0
50.0
40.0
80.0
79.0
38.0
50.0
85.0
79.0
60.0
55.0
47.0
197.0
79.0
40.0
85.0
90.0
40.0
45.0
62.0
45.0
95.0
55.0
49.0
106.0
45.0
30.0
69.0
88.0
50.0
80.0
80.0
61.0
35.0
45.0
139.0
79.0
72.0
59.0
65.0
30.0
45.0
75.0
50.0
90.0
50.0
75.0
47.0
100.0
31.0
31.0
49.0
42.0
31.0
90.0
62.0
105.0
30.0
100.0
60.0
95.0
95.0
111.0
35.0
65.0
37.0
146.0
24.0
70.0
69.0
44.0
65.0
75.0
65.0
120.0
24.0
69.0
90.0
59.0
60.0
44.0
48.0
69.0
42.0
29.0
45.0
35.0
44.0
100.0
85.0
57.0
33.0
27.0
40.0
38.0
29.0
130.0
100.0
40.0
131.0
25.0
73.0
145.0
70.0
75.0
77.0
329.0
60.0
27.0
65.0
70.0
92.0
65.0
99.0
74.0
75.0
165.0
29.0
89.0
30.0
85.0
120.0
55.0
43.0
44.0
39.0
109.0
89.0
35.0
95.0
70.0
135.0
35.0
110.0
58.0
58.0
28.0
39.0
30.0
82.0
42.0
70.0
65.0
59.0
95.0
65.0
30.0
36.0
25.0
32.0
43.0
25.0
75.0
30.0
69.0
46.0
110.0
35.0
35.0
28.0
48.0
55.0
150.0
60.0
59.0
55.0
36.0
50.0
36.0
75.0
30.0
60.0
108.0
58.0
36.0
55.0
38.0
40.0
64.0
68.0
68.0
35.0
40.0
57.0
65.0
26.0
95.0
40.0
165.0
100.0
69.0
50.0
34.0
73.0
55.0
100.0
37.0
80.0
23.0
98.0
40.0
78.0
29.0
68.0
89.0
60.0
30.0
25.0
49.0
200.0
70.0
78.0
87.0
125.0
