accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
2;1;1;0.0;0.0;21;1;5.601622575026344;10.0;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;5.0;0.0;0;1;5.3235634342966875;40.0;2;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
6;2;3;0.0;0.0;0;1;5.22607244159339;89.41404521732213;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;20.0;100.0;25;1;4.951871315572804;88.0;2;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;0.0;0.0;0;1;4.672632214770119;10.0;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;15.0;0.0;8;1;3.5836753609946923;90.0;4;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;0;0.0;0.0;0;1;4.041788976613784;44.090913666760514;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;20.0;0.0;0;1;7.398076041652825;250.0;1;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;2;1;5.0;0.0;8;1;7.696989613833679;52.50599464063788;1;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1;1;1;13.0;100.0;15;1;3.8416474129763545;52.52431308082159;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;0.0;0.0;0;1;2.8379837512511266;41.5755461362201;7;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;15;1;2.524578965879694;60.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;2;1;0.0;0.0;4;1;5.908237474190907;10.0;4;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;7.391680503032842;12.0;1;False;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;3.7067722523823314;10.0;4;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;14.41948573568403;53.767885821614975;1;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;25.0;0.0;0;1;5.4312227848674555;51.72051740166495;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
5;1;2;180.0;2000.0;0;1;2.8025069337612183;94.0;59;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;2;0.0;500.0;10;1;5.007434900729804;20.0;1;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;9.15795936664451;86.0;2;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
16;2;3;80.0;250.0;25;8;5.11061060094523;200.0;1;False;True;True;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;5.121402673077769;20.0;5;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;2;20.0;0.0;30;4;5.140459324171103;15.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;4.0;0.0;0;1;4.003371343526785;10.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;1;18.0;600.0;32;1;8.685510754921841;15.0;1;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
6;1;2;38.0;0.0;28;2;3.685411526480573;81.42464105840041;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;10.0;0.0;0;1;9.838003643203182;25.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;10.0;0.0;0;1;6.7363827072645215;15.0;5;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;9;1;3.8379983979310923;10.0;4;True;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;4.02328470795601;10.0;6;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;60.0;0.0;0;1;6.353641728807258;77.67889745737675;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;5.0;0.0;13;1;4.043507815877824;50.817484820015906;1;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;0.0;0;1;5.689585872815731;15.0;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;10.0;0.0;15;2;6.069046044980479;59.130989733986006;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;10.0;0.0;0;1;7.966356716475235;12.0;1;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;25.0;0.0;15;2;1.0289419907735444;25.0;1;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;10.0;0.0;0;1;4.105643787167113;42.88737517524006;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;6.282146566340946;49.09863542907977;10;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;25;2;6.681108943227812;10.0;1;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;20.0;0.0;10;1;5.946837213870285;15.0;5;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;75.0;300.0;0;1;5.592560831630082;78.98263288299101;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;0;25.0;0.0;0;1;3.3778378537453078;35.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;0;0.0;0.0;0;1;4.66708704192511;41.597930778693865;1;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;15.0;200.0;20;1;6.133742470344924;50.64997970382953;1;False;False;False;True;True;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;10;1;5.81379091324724;10.0;1;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;60.0;0.0;10;1;4.070951386725343;65.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;20.0;0.0;10;1;2.951673776490166;53.491105428966065;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;20;1;5.178156496210225;53.10459950505115;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;12.0;0.0;15;1;4.969289658304806;47.71134847301739;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;5.0;0.0;0;1;5.312435224688834;10.0;2;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;100.0;0;1;4.089862740208197;200.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;15.0;300.0;10;1;7.334131669197318;52.0092682701575;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;20.0;100.0;0;1;5.818739609652205;10.0;5;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;5.434606361741574;30.0;2;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;20;1;6.39671224117444;20.0;3;True;True;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;3.2832593018135996;44.45646027330841;1;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;2;0.0;0.0;10;2;12.709976453752043;56.50463862883103;20;True;True;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;0;0.0;0.0;0;1;6.620597938712347;48.52638860184512;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;36.0;0.0;13;1;4.217441069512762;56.96565586258299;20;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;10.0;0.0;30;1;10.488996691293256;10.0;1;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;30.0;0.0;0;1;7.069368191979847;10.0;4;True;True;True;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;15.0;0.0;0;1;4.957592434662604;46.851272707209866;5;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;1.8547449265327982;44.69228927967566;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;800.0;25;1;4.46912548037166;54.36536782902937;3;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
3;1;1;15.0;0.0;20;1;1.15806261764414;53.10097128825092;3;False;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
3;1;1;0.0;0.0;0;1;2.3282771833820655;50.97650648309033;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;2;5.0;0.0;0;1;4.123595882830402;20.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;35.0;0.0;25;2;1.9606242914418694;25.0;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;12.0;0.0;5;1;3.2594517326393078;44.21219100358372;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
6;1;1;25.0;100.0;0;1;2.3295121577541607;71.76237540835152;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;10.0;0.0;8;1;6.450645138907592;20.0;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;5.0;0.0;5;1;7.574895373045809;10.0;1;True;True;False;False;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;1;0.0;0.0;0;1;3.9590219965802054;57.26111307785318;7;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;1.6710714076130087;44.69228927967566;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;2;0.0;0.0;25;2;3.358521470046484;100.0;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;2;1;10.0;0.0;0;1;0.6920649301894841;67.76794833909557;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
4;1;1;55.0;150.0;20;2;5.651644230452603;10.0;2;True;True;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;1;25.0;0.0;30;2;3.222439590038188;73.16662308442575;3;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;18.0;0.0;0;1;4.115697589365672;51.33748988954795;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;100.0;5;1;4.4901510867491305;14.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;5.0;0.0;0;1;7.51109783568955;10.0;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;7;3;4.059849064184338;21.0;5;False;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;11.275594328475725;20.0;14;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;5;1;4.004660299736933;15.0;2;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;0;20.0;90.0;0;1;6.116462354828531;15.0;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;40.0;300.0;0;2;2.2278394591877486;120.0;28;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;2;50.0;400.0;0;1;3.8894065352187743;25.0;8;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;2.7628082722865894;16.0;6;False;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;4.225117967335379;15.0;1;True;False;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;30.0;100.0;0;1;1.0625268661574128;200.0;1;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;40.0;200.0;15;2;6.569935887218255;64.15289635429643;2;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
6;2;2;40.0;100.0;50;4;3.2888467195582414;126.2549657556616;2;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;35.0;0.0;0;1;1.5280386024879982;45.0;2;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;30.0;300.0;20;2;3.3688878837605336;10.0;5;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;20.0;0.0;0;1;3.650568383172183;54.543833836587964;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;200.0;10;1;8.6507934379747;54.55497028474657;1;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;20;1;4.395705455713999;24.0;6;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;35.0;1000.0;15;1;4.229256555316901;57.176045502360665;2;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;2;1;35.0;350.0;15;1;8.489001264129106;83.89391177734925;1;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
3;1;1;35.0;0.0;20;1;3.646860158775746;55.29836610820212;1;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;4.9084125444309015;11.0;9;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
8;1;2;54.0;162.0;7;2;6.529184288493554;85.14593829193646;1;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0
8;1;3;54.0;162.0;7;2;6.702387395791309;86.54731567239928;1;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0
1;1;1;10.0;0.0;0;1;4.880540471411657;15.0;4;True;False;True;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;12.0;0.0;0;1;2.9341366653967627;50.3524924386638;2;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
5;1;2;30.0;0.0;10;5;13.052738676152252;79.1733831612503;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;45.0;0.0;18;1;3.447950415799208;65.65451682290674;3;True;True;True;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;200.0;15;1;3.5729111066793555;15.0;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;10.0;0.0;0;1;0.4996809612971947;20.0;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;5.343553937935199;10.0;5;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;2.3977161306439783;42.93935803286432;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;2;25.0;0.0;0;1;5.082538636901755;56.33425610310479;4;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;15.0;0.0;10;1;5.8592856126065085;49.76032532645247;3;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
6;1;2;40.0;100.0;30;2;3.3159496327393585;79.76866229446439;3;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;35.0;0.0;12;2;2.489255368754985;25.0;30;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
6;1;2;50.0;199.0;22;2;2.967697271950711;10.0;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;2.7282462504534237;63.38627484632177;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;35.0;90.0;25;1;15.446965071621754;20.0;2;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;40.0;150.0;12;1;3.6994885303664513;61.465405728097515;2;False;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;40.0;750.0;0;1;3.0635786236133913;61.21733401504469;7;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;0.0;0.0;0;1;4.55695615252152;100.0;14;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;2.9438463507315773;30.0;2;True;True;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;10.0;0.0;30;1;4.101688093193759;56.9091853009029;2;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;1;0.0;0.0;0;1;5.274212738140491;10.0;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;22.0;0.0;12;1;6.263455663338961;20.0;2;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;1;20.0;0.0;15;1;1.4469370247722664;15.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;0.0;0.0;0;1;3.042075740240227;41.5755461362201;1;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;2;1;0.0;0.0;10;1;6.0771004112602816;106.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;4.294313708429337;43.725576173126484;4;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;1;20.0;0.0;50;2;2.573489242655018;78.06386326591742;1;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;25.0;150.0;15;2;5.344954907858547;59.83863792137594;2;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;50.0;0.0;50;2;3.2066954051714576;300.0;2;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;20.0;0.0;25;1;4.226981139123833;15.0;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;15.0;0.0;0;1;3.0569296867172504;42.1281771236873;4;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;200.0;25;1;1.0335099886950372;54.62881981068706;2;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;48.0;100.0;5;1;5.294705694286132;21.0;5;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1;1;1;0.0;0.0;0;1;2.7405362279414494;62.37385582091828;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;2;0.0;0.0;0;1;3.635235892309132;55.39897520954562;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;10;1;3.874953498250012;62.631536109800855;1;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;1;50.0;0.0;50;6;0.7175968730367346;10.0;3;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;1.1094729342131773;48.80851976319061;7;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
4;1;1;0.0;0.0;50;2;3.895892593969046;65.90346940604222;2;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;4.239473426314281;63.81721811015328;9;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;10;1;4.066800824348265;42.598367367283714;3;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;5;1;14.14465424792702;200.0;2;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.2061384449503585;41.96314980310587;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;20.0;0.0;7;1;7.362601734080245;10.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;2;100.0;400.0;5;1;7.214812333583272;60.0;60;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;5.0;100.0;15;1;6.681720733309661;44.08341422685596;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
7;1;2;60.0;0.0;15;2;13.045097574055948;65.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;500.0;10;1;4.861029220267257;20.0;1;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;10.0;0.0;15;1;6.280681716840848;68.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.6848663780460553;10.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;50.0;0.0;10;2;4.307888633274251;96.80990986856757;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;2;60.0;150.0;15;2;14.855534899224333;91.17450751921078;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;6.975886846608186;41.461256050133244;1;True;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;6.062110895386642;10.0;4;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;0.0;0.0;0;1;4.861225043377799;75.56647043318576;1;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;0;15.0;0.0;20;3;5.951799390746592;58.369412214555076;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
8;1;2;20.0;0.0;20;3;5.509224933926548;10.0;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;0.0;0.0;5;1;2.5793182424394354;58.046910153334885;3;True;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
8;1;2;20.0;200.0;20;3;5.495169133777296;10.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;23;1;5.872744869384715;10.0;21;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;15.0;100.0;15;2;4.370037706657691;16.0;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;5.71808550415703;42.091760454208334;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
5;1;2;0.0;100.0;0;1;6.700626797947478;100.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;20.0;0.0;11;1;4.1947970514380755;45.28951533252663;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.9601371443478803;44.38838346082513;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;30.0;0.0;0;1;1.7064433962089083;56.47804325186651;1;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;0.0;0.0;5;2;5.735128652017736;54.729054752819394;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
