;accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
1826596;4;1.0;1.0;30.0;1000.0;25.0;2;4.469628947818057;100.0;60;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1827536;6;1.0;2.0;20.0;0.0;15.0;3;4.715843448936882;76.45232127546252;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1828107;2;1.0;1.0;0.0;100.0;12.0;1;3.159640213594786;90.0;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1829165;2;1.0;1.0;20.0;0.0;5.0;1;4.282282901219009;46.45232892575284;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1830805;1;1.0;1.0;0.0;0.0;0.0;1;1.908920366437381;10.0;5;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1831388;6;1.0;2.0;50.0;400.0;6.0;2;10.282024400634212;30.0;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1834023;2;1.0;1.0;0.0;0.0;10.0;2;9.675719929949857;20.0;2;False;True;False;False;False;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0
1837577;3;1.0;1.0;40.0;1500.0;10.0;2;3.676258386446416;10.0;90;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1838306;4;1.0;1.0;29.0;100.0;19.0;2;2.598108448727256;73.90967449984903;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1838401;4;1.0;2.0;30.0;100.0;30.0;2;1.806003019000331;100.0;6;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1838879;16;4.5;4.0;125.0;0.0;0.0;10;3.585522178076591;43.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1840248;2;1.0;1.0;0.0;0.0;10.0;1;5.1170390394616785;50.87873269586307;5;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1840570;4;1.0;2.0;50.0;500.0;50.0;1;1.767336120923776;90.0;7;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1845815;5;1.0;2.0;40.0;0.0;10.0;2;5.151003183627103;160.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1849648;6;1.0;2.0;60.0;750.0;10.0;2;2.5950574830226256;300.0;21;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1852328;5;2.0;3.0;52.0;100.0;55.0;2;2.315290713185866;150.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1855771;2;1.0;1.0;0.0;0.0;0.0;1;4.558120903303777;45.0;360;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1855798;4;1.0;2.0;0.0;0.0;0.0;1;6.854240435057276;15.0;7;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1856462;3;1.0;1.0;0.0;200.0;10.0;2;3.8013272321731377;100.0;45;False;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1859343;2;1.0;1.0;25.0;200.0;0.0;1;2.9374567188946137;20.0;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1862730;2;1.0;1.0;0.0;100.0;0.0;1;6.479377763568081;10.0;7;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1863324;3;1.0;1.0;20.0;120.0;0.0;1;6.461192523778331;50.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1864045;3;1.0;2.0;30.0;100.0;0.0;1;3.1712609849636917;67.32537052919963;7;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1864103;2;1.0;1.0;100.0;1000.0;0.0;1;1.1119050315422259;102.0;4;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1864496;3;1.0;1.0;20.0;450.0;5.0;1;5.838313077288157;15.0;7;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1867060;3;1.0;1.0;50.0;100.0;15.0;2;2.873780012825306;15.0;4;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1867071;2;1.0;1.0;60.0;500.0;10.0;1;2.6219370913877285;15.0;4;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1867179;4;1.0;2.0;30.0;0.0;14.0;2;4.849086620327431;100.0;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1868763;3;1.0;1.0;60.0;250.0;20.0;2;6.782437715977512;75.00597379713767;5;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1869046;4;2.0;2.0;70.0;500.0;30.0;4;3.528633888764256;113.56190778880541;7;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1869315;2;1.0;1.0;30.0;300.0;20.0;2;3.556379119299484;60.0;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1871203;2;1.0;1.0;70.0;100.0;20.0;2;13.942731330840248;78.06879189779819;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1874967;4;1.0;1.0;30.0;0.0;15.0;2;3.821595821749428;15.0;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1876196;4;1.0;2.0;35.0;0.0;20.0;2;6.715378900489511;61.88004060921515;90;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1876910;3;1.0;1.0;0.0;999.0;0.0;1;3.340183505675144;50.0;100;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1877754;5;1.0;2.0;60.0;0.0;0.0;1;4.037984899183778;259.0;1;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1878122;2;1.0;1.0;20.0;0.0;0.0;1;0.7151252038959266;38.0;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1879989;1;0.5;1.0;0.0;0.0;0.0;1;7.625084048695227;16.0;5;False;True;False;False;False;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0
1880003;2;1.0;2.0;0.0;500.0;0.0;1;5.801047152884009;52.00423328762806;4;True;True;False;True;False;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0
1880216;1;1.0;1.0;40.0;400.0;20.0;1;6.98914279871259;24.0;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1882392;3;1.0;1.0;0.0;0.0;10.0;1;1.3076115082901518;15.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1882990;2;1.0;1.0;15.0;0.0;15.0;1;3.859983777298009;45.51673568112901;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1883235;3;1.0;1.0;0.0;0.0;12.0;1;7.311558503246876;20.0;1;False;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1883730;3;1.0;1.0;13.0;0.0;14.0;1;4.099050158911144;47.060064063742956;5;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1884205;4;1.0;2.0;0.0;600.0;10.0;2;1.1112160931344552;65.0;12;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1884468;2;1.0;1.0;13.0;0.0;20.0;1;4.978403727337435;30.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1885501;2;1.0;0.0;40.0;150.0;10.0;1;2.709953875833929;45.0;4;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1886480;2;1.0;1.0;40.0;300.0;0.0;1;3.30747465868882;59.0;6;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1893325;2;1.0;1.0;0.0;0.0;15.0;1;2.787874176497752;25.0;10;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1894154;5;1.0;3.0;50.0;400.0;0.0;1;5.419046945296443;120.0;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1896495;1;1.0;1.0;0.0;100.0;0.0;1;1.9463014049992169;100.0;2;False;True;False;False;False;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0
1898454;4;1.0;1.0;45.0;200.0;5.0;1;1.8214861024002558;84.88672553762204;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1900710;3;1.0;1.0;40.0;200.0;20.0;1;1.654872900425043;200.0;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1901646;9;2.5;4.0;50.0;500.0;20.0;6;3.444729276405432;150.0;5;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1904731;6;2.0;3.0;190.0;1500.0;80.0;3;3.927390470079699;150.0;30;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1904944;3;1.0;1.0;0.0;0.0;0.0;1;3.9258977465241265;49.75351896107369;2;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1906396;3;1.0;2.0;40.0;150.0;10.0;2;4.305407878201935;73.33940187728476;3;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1907725;1;1.0;1.0;15.0;250.0;20.0;1;2.693461723506415;45.04457786763509;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1907752;1;1.0;1.0;25.0;200.0;0.0;1;3.0948522383556423;64.95137581788705;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1912139;2;1.0;1.0;25.0;0.0;0.0;1;1.8388821616509987;56.314013641642426;3;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1915904;2;1.0;1.0;35.0;300.0;15.0;2;3.7104960233049944;75.0;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1917365;3;1.0;1.0;0.0;0.0;0.0;1;2.2678087077684097;52.117448689447684;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1917774;6;1.0;2.0;40.0;150.0;30.0;2;2.4231762534340127;66.0;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1917991;2;1.0;1.0;45.0;300.0;20.0;1;3.0463403001559057;80.0;3;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1918705;4;1.0;0.0;30.0;0.0;9.0;1;2.0201792277714565;10.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1920949;2;1.5;1.0;30.0;250.0;10.0;1;2.088569360159727;62.46605705252107;2;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1924058;1;1.0;1.0;0.0;150.0;0.0;1;5.899803729905389;15.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1930381;2;1.0;1.0;0.0;100.0;10.0;2;4.023415600209297;50.94040735155758;4;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1930667;4;1.0;1.0;0.0;0.0;6.0;1;1.025032583072183;25.0;3;True;False;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1930881;2;3.0;1.0;15.0;0.0;0.0;1;3.650513513219091;59.90707300332682;3;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1933398;1;1.0;1.0;45.0;500.0;0.0;1;3.828409542650682;64.22449210715709;100;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1933636;2;1.0;1.0;15.0;500.0;0.0;2;4.69504531076385;59.00897931103421;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1935049;4;1.0;1.0;20.0;0.0;0.0;1;4.66348085104745;10.0;3;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1945360;2;1.0;1.0;0.0;0.0;15.0;1;4.409695803402968;44.98664379186735;12;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1946057;2;1.0;1.0;20.0;100.0;15.0;1;6.3417721812657035;22.0;3;False;False;False;False;False;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0
1946067;2;1.0;1.0;35.0;250.0;10.0;1;4.9814566400772335;69.73341947261963;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1947907;3;1.0;1.0;30.0;0.0;10.0;2;9.662546133690846;63.83234508922735;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1948192;2;1.0;1.0;20.0;199.0;10.0;2;1.5216265838145453;53.24802474467176;2;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1948540;2;1.0;0.0;38.0;500.0;15.0;1;1.2613605041293758;10.0;3;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1951976;1;1.0;1.0;10.0;100.0;0.0;1;5.69373671957982;15.0;3;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1953003;2;1.0;0.0;0.0;0.0;0.0;1;4.104473728491637;60.0;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1954001;2;1.0;1.0;20.0;100.0;5.0;1;3.350925995193692;20.0;1;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1954311;2;1.0;0.0;15.0;150.0;0.0;1;3.139417775059968;53.870995563972116;3;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1955484;4;1.0;2.0;60.0;0.0;0.0;1;3.602577857887217;96.40705585839278;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1955768;3;1.0;1.0;25.0;200.0;20.0;2;5.5235043759928715;65.0;1;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1956513;2;1.0;1.0;7.0;0.0;0.0;1;5.4442833038049985;44.4267790823093;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1957918;3;1.0;2.0;30.0;0.0;0.0;1;4.265413355827613;58.64930526806094;3;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1958052;4;1.0;2.0;25.0;200.0;15.0;3;6.403648916113179;10.0;5;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1962681;2;1.0;1.0;0.0;0.0;0.0;1;2.8838720635708652;50.347049164383705;1;False;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1963292;2;1.0;1.0;0.0;250.0;0.0;1;3.904292237290887;50.0;2;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1965142;1;1.0;1.0;0.0;0.0;0.0;1;7.956489213082424;15.0;4;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1965201;2;1.0;1.0;0.0;1000.0;10.0;2;1.5753380942633708;10.0;7;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1966264;1;1.0;1.0;0.0;200.0;0.0;1;2.5459263723841534;42.58642302671393;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1968442;3;1.0;0.0;20.0;0.0;15.0;2;5.791863621276881;36.0;1;True;True;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1968638;2;1.0;1.0;0.0;100.0;0.0;1;4.101199933372033;10.0;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1969808;3;1.0;1.0;0.0;0.0;0.0;1;2.432087078021905;65.785933288046;3;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1972944;2;1.0;1.0;80.0;1500.0;10.0;1;3.386716250537611;60.0;21;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1974217;3;1.0;1.0;30.0;200.0;15.0;1;5.284630464954853;58.0;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1976681;3;1.0;2.0;50.0;300.0;20.0;2;5.886938757486357;10.0;4;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1976810;4;1.0;2.0;75.0;0.0;15.0;2;2.3293621362859525;63.0;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1977882;5;2.0;2.0;50.0;500.0;15.0;4;4.815829688860724;15.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1982597;4;1.0;1.0;0.0;0.0;0.0;1;3.558727171953935;53.914065620867504;5;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1983290;3;1.0;2.0;50.0;2000.0;35.0;2;13.477451398504694;100.0;90;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1986039;1;1.0;1.0;10.0;100.0;10.0;1;6.160641596153076;10.0;7;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1986327;6;1.0;2.0;40.0;200.0;10.0;4;0.539087427477435;100.0;3;True;True;True;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1987662;2;1.0;1.0;50.0;400.0;0.0;1;5.057834381200141;70.0;5;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1988182;4;1.0;1.0;40.0;0.0;20.0;2;1.0090678597039433;75.7714443613631;10;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1988579;4;1.5;2.0;25.0;0.0;10.0;2;1.533863116015596;77.661333766798;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1990921;2;1.0;1.0;30.0;400.0;0.0;1;2.8755123747895124;54.359559305589045;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1991045;2;1.0;1.0;25.0;0.0;15.0;1;1.8265738540166303;25.0;20;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1991397;2;1.0;1.0;0.0;0.0;5.0;2;2.9192470517505047;15.0;1;False;False;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1991961;2;1.0;1.0;0.0;0.0;15.0;1;5.625319469827638;43.74899096125617;2;False;True;False;False;False;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
1992032;2;1.0;1.0;15.0;0.0;0.0;1;5.850002555962276;15.0;1;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1994486;2;1.0;1.0;0.0;0.0;12.0;1;4.716502601934005;51.98547044290306;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1998735;2;1.0;1.0;0.0;0.0;0.0;1;3.7380249844635225;50.0;14;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2001176;2;1.5;1.0;0.0;0.0;5.0;1;1.931348505579415;18.0;1;False;True;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2001327;6;1.5;2.0;25.0;200.0;10.0;4;2.893873867609769;10.0;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2002284;2;1.0;0.0;25.0;0.0;0.0;1;4.073216999873085;52.99114734977984;4;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2002637;2;1.0;1.0;12.0;250.0;15.0;2;3.8023199370758185;59.05706406646965;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2002666;6;1.0;3.0;10.0;150.0;40.0;1;3.702610311963123;80.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2002741;2;1.5;1.0;75.0;750.0;0.0;1;3.199082273840234;86.95281595942313;30;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2002855;2;1.0;1.0;0.0;0.0;15.0;2;3.1773117892020992;56.91263573550268;6;False;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2003946;2;1.0;1.0;40.0;250.0;10.0;1;1.7548346353193165;50.0;6;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2006400;1;1.0;1.0;30.0;200.0;6.0;1;4.165053806907593;14.0;3;True;False;False;True;False;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0
2010944;1;1.0;1.0;10.0;0.0;0.0;1;2.518630481015482;52.24034250399209;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2011163;2;1.0;1.0;9.0;0.0;9.0;2;2.513035670116877;63.0;3;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2011496;2;1.0;1.0;35.0;0.0;25.0;1;2.922663687823388;40.0;2;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2015840;3;1.0;0.0;0.0;0.0;0.0;1;2.8708723934449982;35.0;3;False;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2016182;2;1.0;1.0;20.0;0.0;0.0;1;3.5828175237036675;56.0;2;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2020536;2;1.0;1.0;0.0;500.0;15.0;1;7.176099927628541;10.0;6;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2020765;3;1.0;1.0;30.0;150.0;15.0;1;4.450290060734429;55.0;4;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2021588;4;1.0;2.0;30.0;0.0;22.0;2;4.768274839870792;12.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2022173;1;1.0;1.0;25.0;0.0;0.0;1;4.239179177894807;10.0;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2024166;2;1.0;1.0;30.0;0.0;15.0;1;4.025622943241324;15.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2024548;4;1.0;1.0;55.0;100.0;35.0;2;3.804074884121695;92.04657069234923;2;True;True;True;False;False;0;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0
2025277;2;1.0;1.0;0.0;0.0;0.0;1;1.5630998036377637;31.0;5;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2026567;2;1.0;1.0;10.0;0.0;10.0;1;1.7799447655733875;31.0;2;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2027037;3;1.0;2.0;30.0;200.0;0.0;1;6.998789828949489;55.78920047500161;2;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2027140;2;1.0;1.0;45.0;500.0;25.0;1;3.952176848995489;80.62582924954364;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2029012;1;1.0;1.0;0.0;0.0;20.0;1;2.9829565535861855;60.0;10;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2030643;4;1.0;1.0;15.0;100.0;15.0;2;4.125434490367191;68.96943363063933;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2031017;6;1.0;2.0;0.0;100.0;0.0;1;4.426619712689752;60.635277703797236;1;False;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2032512;2;1.0;1.0;50.0;500.0;15.0;2;1.5870624300155933;117.07066321410359;2;True;False;True;False;True;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0
2034446;2;1.0;1.0;22.0;150.0;12.0;1;3.455989881540094;47.32823223146387;3;True;False;True;True;False;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0
2035300;2;1.0;1.0;25.0;0.0;0.0;1;3.520839957530357;63.8615900403601;4;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2037816;2;1.0;2.0;67.0;300.0;15.0;1;3.6459515578442403;15.0;3;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2039611;1;1.0;1.0;20.0;0.0;15.0;1;2.4572940792231104;45.370835555800056;6;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2039932;2;1.0;1.0;0.0;0.0;0.0;1;3.448936013916891;15.0;7;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2042597;2;1.0;1.0;30.0;500.0;0.0;2;4.55520620044844;60.0;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2043979;2;1.0;1.0;0.0;0.0;10.0;1;3.6195892478944183;77.0;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2044887;2;1.5;1.0;25.0;200.0;15.0;1;4.906937472331173;42.0;5;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2045991;4;2.0;2.0;55.0;200.0;15.0;2;4.3509861673640335;83.0;28;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
