;accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
28347583;2;1.0;1.0;30.0;0.0;0.0;2;8.8396400993893;30.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28349015;1;1.0;1.0;0.0;0.0;0.0;1;3.9143830584234456;100.0;4;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28349225;2;1.0;1.0;0.0;0.0;0.0;1;2.2282230679736905;30.0;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28349682;2;1.0;1.0;20.0;0.0;15.0;1;1.5789037189759931;47.59480060147135;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28349698;2;1.0;1.0;10.0;0.0;10.0;1;4.987887179027547;43.10140038505882;2;True;False;False;True;True;0;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0
28350702;4;1.0;2.0;0.0;0.0;0.0;1;1.7746692997556763;68.88886397485477;150;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28351208;2;1.0;1.0;0.0;0.0;0.0;1;1.4899177535523778;10.0;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28351959;2;1.0;1.0;19.0;0.0;10.0;1;3.437210214840193;47.968502233986165;1;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28352063;3;1.0;1.0;0.0;0.0;0.0;1;3.5847866256171406;51.56172207976657;2;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28352234;2;1.0;1.0;15.0;0.0;9.0;1;4.018267010555121;44.223587336939474;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28353987;2;1.0;1.0;15.0;0.0;0.0;1;4.190656478030431;10.0;1;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28354718;2;1.0;1.0;15.0;0.0;0.0;1;5.977178195665592;15.0;1;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28355595;3;1.0;0.0;0.0;0.0;15.0;1;1.6732998937329338;64.93405668390616;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28357549;2;1.0;1.0;37.0;200.0;19.0;2;4.885213084103946;74.89647362781817;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28361567;2;1.0;1.0;10.0;0.0;10.0;1;5.236536938749179;42.965906003463296;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28363678;2;1.0;1.0;0.0;0.0;0.0;1;1.8590356161626687;10.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28366841;4;1.0;1.0;40.0;0.0;0.0;1;3.7411439018521504;300.0;4;True;True;False;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28373337;2;1.0;1.0;0.0;0.0;0.0;1;3.828999755734148;30.0;1;False;True;False;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28375029;2;1.0;1.0;0.0;0.0;0.0;1;4.074071585004001;48.889407498799855;10;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28377052;2;1.0;1.0;30.0;0.0;10.0;1;1.5453621595168905;18.0;2;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28377832;2;1.0;1.0;20.0;0.0;10.0;1;2.247911997444923;20.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28378483;6;1.0;1.0;45.0;0.0;20.0;4;2.761776467178035;98.74594038382165;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28379626;2;1.0;1.0;0.0;0.0;0.0;1;1.4282128202427506;52.80611065549511;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28380309;2;1.0;1.0;0.0;0.0;15.0;1;5.644654369742457;44.8102930501431;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28380851;3;1.0;2.0;30.0;0.0;30.0;2;4.744964390059331;75.61585614620581;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28382015;2;3.0;1.0;0.0;0.0;0.0;1;1.4274812898688913;61.332453354500196;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28382802;2;3.0;1.0;0.0;0.0;0.0;1;1.286887905636528;61.332453354500196;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28383513;2;3.0;1.0;0.0;0.0;0.0;1;1.264095705925131;61.332453354500196;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28384069;2;3.0;1.0;0.0;0.0;0.0;1;1.3221077144410456;61.332453354500196;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28384254;2;3.0;1.0;0.0;0.0;0.0;1;1.4589617882265986;61.332453354500196;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28384623;2;1.0;1.0;20.0;0.0;0.0;1;4.629282934980398;40.0;3;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28384652;5;1.0;2.0;0.0;0.0;5.0;2;1.0971109700850754;78.709708513564;6;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28387147;3;1.0;3.0;30.0;0.0;15.0;1;5.722704299378521;58.833424811812804;7;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28388445;2;1.0;1.0;10.0;86.0;8.0;2;3.0846048646703865;20.0;2;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28389048;1;1.0;1.0;36.0;0.0;13.0;1;4.229831394856747;56.96565586258299;25;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28397276;2;1.0;1.0;25.0;100.0;10.0;1;1.7521811299222847;52.96549986269967;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28397782;4;1.0;1.0;49.0;0.0;9.0;1;3.0484044751107384;83.6417623841436;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28397892;1;1.5;1.0;20.0;200.0;10.0;1;3.474800638086219;48.35209570298482;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28398775;2;1.0;1.0;5.0;0.0;0.0;1;4.223781573498635;43.68913655591372;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28399697;4;1.0;2.0;0.0;0.0;0.0;1;1.7880276065765806;100.0;150;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28399894;4;1.0;2.0;40.0;250.0;10.0;1;4.131977718145415;200.0;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28402250;2;1.0;1.0;0.0;150.0;30.0;1;3.9657271887566155;68.72867501541205;2;False;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28402280;1;1.0;1.0;5.0;0.0;30.0;1;8.467950810843446;50.0379734150205;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28402649;4;1.0;2.0;50.0;0.0;10.0;2;5.205348297989113;100.0;4;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28403526;4;1.0;2.0;0.0;0.0;0.0;1;1.7552559668050125;68.88886397485477;150;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28403853;4;1.0;2.0;0.0;0.0;0.0;1;1.898462163347711;69.87098463927252;150;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28404446;3;1.0;1.0;35.0;500.0;30.0;2;1.4156456652253966;10.0;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28404557;3;1.0;1.0;0.0;0.0;0.0;1;3.1294483290478956;65.13915760085827;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28404752;2;1.0;1.0;0.0;0.0;0.0;1;1.436508819720063;53.56050478119641;1;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28406345;1;1.0;1.0;0.0;0.0;0.0;1;2.0567383294197463;41.86571347796806;2;True;True;False;False;True;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0
28406581;4;1.5;2.0;35.0;0.0;35.0;1;5.167216749738097;10.0;3;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28407471;1;1.0;1.0;14.0;100.0;15.0;1;6.493216487211059;25.0;4;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28408224;4;1.0;1.0;10.0;0.0;10.0;1;5.162391637573164;45.0;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28408659;1;1.0;1.0;15.0;0.0;0.0;1;2.2747933329412278;16.0;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28410152;4;0.5;1.0;0.0;0.0;10.0;1;7.272877555470821;55.28621137407935;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28419371;3;1.0;1.0;0.0;0.0;0.0;1;6.549950023614235;43.31127680308145;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28419383;10;1.0;1.0;45.0;0.0;22.0;4;2.816641106963559;101.46653911783447;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28420781;2;1.0;1.0;0.0;0.0;10.0;1;4.064959011302581;42.598367367283714;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28421065;2;1.0;1.0;0.0;0.0;0.0;1;5.875295476344574;50.51366705924368;3;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28423932;3;1.0;1.0;30.0;100.0;20.0;1;13.955772095911412;15.0;2;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28424619;4;1.0;2.0;0.0;0.0;0.0;1;0.7687044914439866;79.22554056615506;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28424899;9;2.0;1.0;45.0;0.0;22.0;4;2.846300529810775;108.52496363746631;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28425601;1;1.0;1.0;0.0;0.0;0.0;1;4.620665352140716;42.89048042564221;7;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28431963;4;1.0;2.0;7.0;0.0;15.0;2;1.8237208445116349;72.62392538907335;4;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28432021;1;1.0;1.0;0.0;0.0;0.0;1;14.304860284907438;58.33063734016585;1;True;True;False;False;False;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0
28432505;2;1.0;1.0;0.0;0.0;0.0;1;8.106975446992084;51.17657476076764;1;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28432988;2;1.0;1.0;25.0;0.0;10.0;1;3.4393730184657656;100.0;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28434070;1;1.0;1.0;14.0;100.0;15.0;1;6.397762624724976;25.0;7;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28434382;2;2.0;1.0;5.0;0.0;9.0;1;4.758569646830217;30.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28434922;3;1.0;1.0;8.0;0.0;10.0;1;14.169240041673788;48.90594440285704;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28435198;2;1.0;1.0;0.0;87.0;0.0;1;1.3167040361291584;270.0;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28435392;2;1.0;1.0;5.0;0.0;0.0;1;3.4289144163303367;42.459301843385774;3;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28435972;1;1.0;1.0;0.0;100.0;0.0;1;12.127744816275559;30.0;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28436314;2;1.0;1.0;15.0;100.0;20.0;1;4.891787997476848;200.0;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28436940;3;1.0;1.0;0.0;0.0;0.0;1;7.195747426630427;20.0;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28437819;4;1.0;1.0;20.0;1000.0;10.0;1;4.928892793054581;15.0;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28444525;2;1.0;1.0;20.0;0.0;5.0;1;4.178753254169159;50.0;4;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28446785;2;1.0;1.0;15.0;0.0;0.0;1;3.1126859813667;36.0;60;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28449526;4;1.0;2.0;0.0;500.0;0.0;1;5.553861691114825;10.0;28;False;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28449885;4;1.0;1.0;50.0;0.0;0.0;1;4.07199811345794;92.9215275465437;4;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28451391;2;1.0;0.0;0.0;0.0;0.0;1;1.6704943741699516;65.07300290809314;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28451795;2;1.0;1.0;10.0;0.0;10.0;1;4.227253540754129;12.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28453507;2;1.0;1.0;0.0;0.0;5.0;1;10.196944635274143;10.0;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28455444;2;1.0;1.0;0.0;0.0;0.0;1;2.5726057249615697;47.20975293233022;2;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28455588;1;1.0;1.0;0.0;150.0;10.0;2;4.109985178332231;40.0;5;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28456800;2;1.0;1.0;5.0;0.0;5.0;1;4.818100168119657;42.37140956627205;15;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28457418;3;1.5;1.0;30.0;2500.0;20.0;3;6.378522470897092;300.0;2;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28457794;2;1.0;1.0;29.0;500.0;10.0;1;6.647834784238699;10.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28462114;2;1.0;0.0;15.0;0.0;25.0;1;12.740893528006444;50.38076583466975;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28462130;6;1.0;1.0;45.0;0.0;22.0;4;2.7604901046444708;99.057120399534;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28462407;4;1.0;1.0;10.0;100.0;20.0;1;1.8523003021150128;72.11353927323464;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28464113;2;1.0;1.0;0.0;0.0;20.0;1;7.571873468442511;20.0;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28465023;2;1.0;2.0;15.0;0.0;40.0;1;3.9780913834375276;55.580278491275976;1;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28466472;2;2.0;1.0;0.0;0.0;0.0;1;5.206020700161686;20.0;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28466942;8;1.0;2.0;62.0;0.0;12.0;2;7.773540955014774;82.0898132460526;1;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0
28472328;2;1.0;1.0;0.0;0.0;10.0;2;4.0704913322689595;56.01233654773573;4;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28473468;2;1.0;1.0;0.0;0.0;15.0;1;4.262240404319402;70.0;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28474188;2;1.0;0.0;150.0;4230.0;0.0;1;2.1446182505540974;70.51395019441539;60;False;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28474690;2;1.0;1.0;10.0;0.0;10.0;1;6.06254566805421;42.69126780013188;2;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28474948;4;2.0;2.0;0.0;0.0;0.0;1;6.46526382072458;300.0;3;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28475036;2;1.0;1.0;0.0;0.0;0.0;1;9.747727558439895;49.9479593436742;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28476433;2;1.0;1.0;5.0;0.0;15.0;1;1.8946945147968877;10.0;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28477318;2;1.0;1.0;25.0;100.0;10.0;1;2.021530048507078;20.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28481262;4;1.0;1.0;15.0;0.0;10.0;2;6.062029535574892;60.77264098907203;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28482023;3;1.0;1.0;15.0;0.0;10.0;1;12.21416124800667;45.0;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28483811;1;1.0;1.0;15.0;0.0;0.0;1;4.112468426970785;49.14957827861824;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28484847;4;1.0;0.0;35.0;100.0;30.0;2;4.1767600671176;73.87716158181416;3;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28486919;2;1.0;1.0;10.0;0.0;11.0;1;2.4943605644257634;13.0;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28488614;3;1.0;1.0;0.0;0.0;0.0;1;0.6391916357124107;30.0;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28489952;2;1.0;1.0;5.0;0.0;0.0;2;3.818193178246977;50.12599180856552;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28490425;2;1.5;1.0;0.0;0.0;0.0;1;12.906223817715917;20.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28490537;2;1.0;1.0;0.0;0.0;0.0;1;2.7458757735761123;63.31852341340081;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28498964;2;2.0;1.0;15.0;0.0;5.0;1;4.7582234879638285;49.29125438194629;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28499063;4;1.0;1.0;0.0;0.0;0.0;1;4.203841015849911;10.0;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28501936;2;2.0;1.0;40.0;0.0;0.0;1;4.3666501615489075;79.67433983582761;14;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28503342;2;1.0;1.0;0.0;0.0;10.0;1;4.582257324476773;15.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28504119;1;1.0;1.0;10.0;0.0;0.0;1;7.106402005926777;25.0;1;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28504471;2;1.0;0.0;0.0;0.0;0.0;1;4.4058460411059315;50.47005466970242;2;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28507517;1;1.0;1.0;0.0;0.0;0.0;1;2.6453660296040753;34.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28507631;2;1.0;1.0;15.0;0.0;0.0;1;3.8986855611111815;52.49674119851641;3;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28507667;3;1.0;1.0;0.0;0.0;0.0;1;1.3638440224303547;66.05380452068907;6;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28513471;1;1.5;1.0;0.0;0.0;0.0;1;1.2304598231229598;48.98885509094897;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28513864;2;1.0;0.0;0.0;0.0;0.0;1;6.032612162123044;10.0;3;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28515057;1;1.0;1.0;0.0;0.0;15.0;1;1.7489947065711775;10.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28515762;2;1.0;1.0;0.0;0.0;0.0;1;4.018546814934671;42.43348069773405;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28516470;1;1.0;1.0;10.0;0.0;0.0;1;5.934390488693395;41.63465351596918;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28518348;2;1.0;1.0;0.0;0.0;0.0;1;2.003866919009146;50.643938657839456;3;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28528251;2;1.0;1.0;0.0;0.0;0.0;1;3.0511369111028883;20.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28528534;2;1.0;1.0;0.0;0.0;0.0;1;3.118213780267939;20.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28532109;4;1.0;1.0;0.0;0.0;0.0;1;3.08851420724382;27.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28532200;2;1.0;1.0;0.0;0.0;0.0;1;3.172264311351399;25.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28532542;2;1.0;1.0;0.0;0.0;0.0;1;3.015664544306104;25.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28532851;2;1.0;1.0;0.0;0.0;0.0;1;3.072225894386823;18.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28533381;2;1.0;1.0;0.0;0.0;0.0;1;3.114749198021826;12.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28533803;2;1.0;1.0;0.0;0.0;0.0;1;2.2370311205476465;20.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28534517;2;1.0;1.0;0.0;0.0;0.0;1;2.2149941977372594;30.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28534680;4;1.0;1.0;0.0;0.0;0.0;1;2.307668587715044;25.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28535346;2;1.0;1.0;0.0;0.0;0.0;1;2.212003979432471;25.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28535860;2;1.0;1.0;0.0;0.0;0.0;1;2.3723917506686925;17.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28536218;4;1.0;1.0;0.0;0.0;0.0;1;6.6550309266967025;27.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28536871;4;1.0;1.0;0.0;0.0;0.0;1;6.629242694138946;24.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28536991;2;1.0;1.0;0.0;0.0;0.0;1;6.724917492061889;22.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28537085;2;1.0;1.0;0.0;0.0;0.0;1;6.699329626343194;18.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28537159;2;1.0;1.0;0.0;0.0;0.0;1;6.70221586751694;12.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
28538241;6;1.5;3.0;50.0;0.0;20.0;3;2.233212401671729;111.09525137207007;2;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
28539815;2;1.0;1.0;35.0;350.0;35.0;2;6.05547105549186;70.1104718514593;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
28541600;2;1.0;1.0;0.0;0.0;0.0;1;7.233528199679463;50.53427506971869;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28543008;4;1.0;1.0;30.0;0.0;30.0;2;4.610650570233269;100.0;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
28543446;2;1.0;1.0;0.0;0.0;10.0;1;5.894627103728901;10.0;2;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
28550798;6;1.0;3.0;0.0;0.0;0.0;1;3.787775577446012;105.0;7;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
28551807;2;1.0;1.0;20.0;0.0;25.0;1;5.531753442426817;10.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
