;accommodates;bathrooms;bedrooms;price;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;host_has_profile_pic;room_type;bed_type;minimum_nights;instant_bookable;is_business_travel_ready;cancellation_policy;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed
4843083;2;1.0;1.0;60.0;8.0;90.0;0.0;2;4.797397216818128;57.627082634093895;t;Entire home/apt;Real Bed;2;f;f;flexible;False;True;True;False;False
4844511;2;1.0;1.0;45.0;20.0;0.0;9.0;1;3.0973238698895473;10.0;t;Entire home/apt;Futon;3;f;f;moderate;False;False;False;True;False
4845474;1;1.0;1.0;22.0;25.0;400.0;0.0;1;3.8354653041269464;15.0;t;Entire home/apt;Real Bed;7;f;f;strict_14_with_grace_period;False;False;False;False;False
4845633;1;1.0;1.0;25.0;30.0;200.0;0.0;1;4.083993761646553;70.0;t;Private room;Real Bed;4;f;f;moderate;False;True;False;False;False
4847553;4;1.5;3.0;70.0;30.0;0.0;40.0;3;4.791766311824986;110.0;t;Private room;Real Bed;4;f;f;moderate;False;True;True;False;False
4847669;3;1.0;2.0;64.0;15.0;300.0;0.0;1;5.342003546775818;56.0181237381995;t;Entire home/apt;Real Bed;4;f;f;moderate;True;False;True;True;False
4851850;2;7.5;2.0;68.0;20.0;200.0;0.0;2;1.1803726938742367;80.37680419440305;t;Entire home/apt;Real Bed;18;f;f;moderate;True;False;True;True;True
4854044;2;1.0;1.0;50.0;0.0;0.0;0.0;1;2.9871134161763164;40.0;t;Entire home/apt;Real Bed;6;f;f;flexible;False;False;False;False;False
4854438;2;1.0;2.0;100.0;20.0;400.0;20.0;2;2.787473680549856;72.0;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;False;False;False
4854453;4;1.0;1.0;79.0;40.0;400.0;0.0;1;4.5096240574507425;85.0;t;Entire home/apt;Real Bed;14;f;f;moderate;True;True;True;False;False
4854851;1;1.0;1.0;35.0;0.0;0.0;0.0;1;3.0387392395919366;25.0;t;Shared room;Real Bed;1;f;f;flexible;False;False;False;False;False
4855074;2;1.0;1.0;20.0;0.0;0.0;0.0;1;14.38547583248106;10.0;t;Private room;Real Bed;1;f;f;moderate;False;False;False;False;True
4858662;2;1.0;1.0;55.0;25.0;250.0;25.0;2;2.4598290928255526;60.051839131584245;t;Entire home/apt;Pull-out Sofa;6;f;f;moderate;True;False;False;False;False
4859440;2;1.0;1.0;50.0;0.0;0.0;0.0;1;3.9684475754667514;23.0;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
4861617;2;2.0;1.0;40.0;0.0;0.0;0.0;1;1.6193240480560862;57.460293103354985;t;Private room;Real Bed;1;f;f;flexible;False;False;True;False;False
4864695;4;1.0;2.0;95.0;0.0;300.0;20.0;1;4.713744024528847;71.58379133734577;t;Entire home/apt;Real Bed;1;f;f;moderate;True;True;False;False;False
4865029;4;1.0;1.0;50.0;0.0;100.0;20.0;1;3.8825736456220152;58.86868806029046;t;Private room;Real Bed;1;f;f;moderate;False;True;True;False;True
4866363;2;1.0;2.0;33.0;40.0;0.0;0.0;3;14.126988206065718;30.0;t;Entire home/apt;Real Bed;100;f;f;strict_14_with_grace_period;False;True;True;False;False
4867715;4;1.0;1.0;69.0;25.0;200.0;10.0;2;3.883998178176759;67.35806210596715;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;True;False;False
4869716;2;1.0;1.0;55.0;20.0;99.0;0.0;1;1.3176328448467702;25.0;t;Entire home/apt;Real Bed;2;t;f;moderate;True;False;False;False;False
4870987;2;1.0;1.0;20.0;25.0;0.0;10.0;1;7.068055509519743;15.0;t;Private room;Real Bed;5;f;f;flexible;True;False;True;False;True
4872458;2;2.0;1.0;37.0;0.0;0.0;4.0;1;3.715432109065569;20.0;t;Private room;Airbed;2;f;f;flexible;True;False;False;False;True
4872828;4;1.0;1.0;39.0;0.0;0.0;15.0;1;7.159622486455887;10.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;False;False;True;True;True
4876448;1;1.0;1.0;51.0;80.0;400.0;10.0;1;3.480857261890607;63.02164659077748;t;Entire home/apt;Real Bed;30;f;f;strict_14_with_grace_period;True;True;False;False;False
4876801;2;1.0;1.0;90.0;40.0;0.0;0.0;1;3.309273775531148;69.5034594151133;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;True;True;False;False
4877225;4;1.0;1.0;59.0;35.0;250.0;20.0;2;3.40574925684257;25.0;t;Private room;Real Bed;1;t;f;strict_14_with_grace_period;True;True;True;True;False
4877278;2;1.0;1.0;60.0;0.0;0.0;0.0;1;2.384845523648306;53.1680991449126;t;Private room;Real Bed;2;f;f;flexible;False;False;False;False;False
4877301;2;1.0;1.0;25.0;50.0;100.0;10.0;1;5.279080945908707;22.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;True;False;False;False
4877492;2;1.0;1.0;25.0;30.0;0.0;20.0;1;2.826777275715913;20.0;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
4877813;2;1.0;1.0;59.0;0.0;0.0;40.0;2;4.193977838282252;70.0;t;Private room;Real Bed;3;t;f;moderate;False;False;False;True;True
4878323;1;1.0;1.0;28.0;0.0;0.0;0.0;1;2.63568301571191;42.83553230617361;t;Private room;Real Bed;1;f;f;moderate;False;False;True;True;True
4882696;4;1.5;2.0;90.0;25.0;200.0;25.0;3;0.3626713585791433;110.0;t;Entire home/apt;Real Bed;7;f;f;moderate;True;False;True;True;False
4882958;2;1.0;1.0;50.0;40.0;100.0;0.0;1;3.5987553790985505;58.679472880168525;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;True;True;False
4883586;4;1.0;2.0;40.0;30.0;300.0;0.0;1;4.367401311879411;56.499916911777326;t;Entire home/apt;Real Bed;3;f;f;moderate;False;True;True;False;False
4884413;1;1.0;1.0;30.0;5.0;0.0;0.0;1;4.996245457761815;42.75607983280182;t;Private room;Real Bed;1;f;f;flexible;False;False;True;False;True
4884448;2;1.0;1.0;35.0;0.0;0.0;0.0;1;4.372257998626683;44.38838346082513;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;False;False;False
4884695;2;1.0;1.0;100.0;0.0;0.0;0.0;1;4.0564906785505945;20.0;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;True
4885068;2;1.0;1.0;60.0;30.0;90.0;0.0;1;5.365188754748121;56.58064257874067;t;Entire home/apt;Real Bed;3;t;f;moderate;True;False;True;False;False
4885565;2;1.0;2.0;95.0;0.0;250.0;15.0;1;6.100164254683247;59.961000129044834;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;False;False;False
4889368;2;1.0;1.0;30.0;20.0;0.0;10.0;2;3.9495411742609097;10.0;t;Private room;Real Bed;2;t;f;flexible;False;False;False;True;False
4889706;6;1.0;2.0;150.0;50.0;100.0;15.0;2;1.1482922952754322;114.78993157190743;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;True;True;False
4890309;2;1.0;1.0;25.0;26.0;200.0;0.0;1;3.318903205168101;47.0;t;Entire home/apt;Real Bed;15;f;f;strict_14_with_grace_period;False;False;False;False;False
4891900;2;1.0;1.0;26.0;30.0;150.0;10.0;1;6.747827314000931;46.22875952764341;t;Entire home/apt;Real Bed;1;f;f;moderate;False;True;False;False;False
4894274;2;1.0;1.0;40.0;30.0;300.0;0.0;1;5.1775643550404284;15.0;t;Entire home/apt;Real Bed;6;f;f;strict_14_with_grace_period;False;True;True;False;False
4896459;2;1.0;1.0;57.0;15.0;150.0;15.0;2;3.673075803271762;10.0;t;Entire home/apt;Real Bed;2;t;f;moderate;True;False;False;False;False
4898379;3;1.0;1.0;49.0;0.0;0.0;30.0;1;4.1424126942712665;58.66214361146762;t;Private room;Real Bed;1;f;f;flexible;False;True;False;False;False
4905087;2;2.0;1.0;46.0;25.0;0.0;6.0;1;2.966532610962641;15.0;t;Private room;Real Bed;4;f;f;strict_14_with_grace_period;True;False;True;False;False
4905886;2;1.0;1.0;32.0;0.0;0.0;0.0;1;3.8237011678708055;44.17922365921703;t;Private room;Real Bed;2;f;f;flexible;False;False;False;False;True
4906079;2;1.0;1.0;32.0;7.0;0.0;15.0;1;4.187813054346179;45.40026017428725;t;Private room;Futon;2;f;f;strict_14_with_grace_period;False;False;True;True;False
4906835;2;1.0;1.0;45.0;25.0;0.0;20.0;2;7.685958787055701;180.0;t;Private room;Real Bed;7;f;f;strict_14_with_grace_period;True;True;True;True;False
4908229;6;2.0;3.0;67.0;85.0;1500.0;0.0;1;1.1761242315766884;120.0;t;Entire home/apt;Real Bed;4;t;f;strict_14_with_grace_period;True;False;True;True;False
4908370;2;1.0;1.0;30.0;0.0;0.0;5.0;1;4.415230072800882;24.0;t;Private room;Real Bed;2;f;f;flexible;False;False;False;False;True
4911748;2;1.5;1.0;42.0;12.0;0.0;6.0;1;2.9291417674368563;58.59377366273699;t;Private room;Real Bed;7;f;f;strict_14_with_grace_period;True;False;True;False;False
4912546;4;1.0;2.0;70.0;25.0;4000.0;25.0;2;4.54093883882812;56.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;False;False;False;False
4912816;2;1.0;1.0;50.0;0.0;0.0;15.0;5;4.104673168585591;58.46118097775266;t;Private room;Real Bed;3;f;f;moderate;False;False;False;False;True
4913024;2;1.0;1.0;86.0;25.0;0.0;15.0;1;3.092077397215044;60.0;t;Entire home/apt;Real Bed;2;t;f;moderate;True;False;False;True;True
4913359;1;1.0;1.0;26.0;10.0;100.0;9.0;1;0.5546596053572913;44.617230900884536;t;Private room;Real Bed;5;f;f;moderate;True;False;False;False;False
4919293;4;1.0;2.0;60.0;30.0;500.0;35.0;2;4.0712581857466885;68.94767990539457;t;Entire home/apt;Real Bed;7;f;f;moderate;True;True;False;True;False
4920620;2;1.0;1.0;35.0;10.0;0.0;5.0;1;4.050108988869815;44.66794294470119;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
4922484;3;1.0;1.0;45.0;0.0;0.0;0.0;1;1.5604607514244218;51.6753741292356;t;Private room;Real Bed;1;f;f;flexible;False;True;False;False;False
4923935;2;1.0;2.0;70.0;30.0;0.0;0.0;1;2.302848042053113;90.0;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;True;False;False
4924314;2;1.0;1.0;45.0;0.0;0.0;12.0;1;3.019973709446789;52.09496119496241;t;Private room;Real Bed;2;f;f;moderate;False;False;False;False;False
4926451;2;1.0;1.0;50.0;30.0;100.0;15.0;1;2.406996944616179;59.72725650449475;t;Private room;Real Bed;2;f;f;moderate;False;False;False;False;False
4929513;2;2.5;1.0;50.0;0.0;0.0;0.0;1;3.6212430417218555;57.2782855221687;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
4929901;4;1.0;0.0;43.0;0.0;0.0;0.0;1;4.231924095872939;55.233232900448414;t;Entire home/apt;Real Bed;1;f;f;flexible;False;False;True;False;True
4929963;2;1.0;1.0;45.0;50.0;100.0;0.0;1;4.733480068332695;62.94025688678845;t;Entire home/apt;Pull-out Sofa;3;f;f;strict_14_with_grace_period;True;True;False;False;False
4930385;3;1.0;1.0;80.0;25.0;150.0;0.0;1;2.5642825645532317;60.0;t;Entire home/apt;Real Bed;4;f;f;strict_14_with_grace_period;False;False;False;False;False
4931407;1;1.0;1.0;129.0;15.0;0.0;0.0;1;5.717424156529982;56.79760903228027;t;Private room;Real Bed;1;f;f;flexible;True;True;False;True;True
4932854;4;1.0;1.0;150.0;0.0;0.0;150.0;1;8.53366357515856;173.9912459159041;t;Shared room;Real Bed;2;f;f;flexible;False;True;False;False;False
4938930;2;1.0;1.0;65.0;0.0;0.0;0.0;1;3.713882846434178;61.140522305559045;t;Entire home/apt;Real Bed;7;f;f;moderate;True;False;True;True;False
4940700;1;1.0;1.0;24.0;0.0;0.0;10.0;1;4.219497471079468;80.0;t;Private room;Real Bed;4;t;f;moderate;False;False;True;True;False
4943872;2;1.0;2.0;45.0;0.0;0.0;0.0;1;3.2287552898438663;10.0;t;Entire home/apt;Real Bed;3;f;f;flexible;False;True;False;False;False
4946599;2;1.0;1.0;28.0;0.0;0.0;15.0;1;4.034159027211169;44.64294901685744;t;Private room;Real Bed;3;t;f;flexible;True;False;False;True;True
4947163;4;1.0;1.0;55.0;30.0;100.0;12.0;2;7.508526400126593;170.0;t;Entire home/apt;Real Bed;1;f;f;moderate;True;True;True;False;False
4947507;2;1.0;1.0;35.0;0.0;300.0;15.0;1;4.6939244449291095;46.02026155369308;t;Private room;Futon;1;f;f;strict_14_with_grace_period;False;False;False;False;False
4952888;5;1.5;2.0;99.0;60.0;500.0;30.0;4;3.1985099088262148;106.68985796198909;t;Entire home/apt;Real Bed;13;f;f;strict_14_with_grace_period;True;True;True;False;False
4952922;2;1.0;1.0;20.0;0.0;0.0;0.0;1;1.4850333340325705;42.750098699070534;t;Private room;Real Bed;30;f;f;strict_14_with_grace_period;True;False;True;False;True
4954597;5;1.0;3.0;150.0;0.0;200.0;0.0;1;4.304114012734825;10.0;t;Entire home/apt;Real Bed;3;f;f;moderate;False;True;True;True;False
4957489;4;1.5;2.0;70.0;0.0;300.0;0.0;1;4.376723434356975;74.05607891349932;t;Entire home/apt;Real Bed;26;f;f;strict_14_with_grace_period;False;True;True;False;False
4961022;4;1.0;2.0;160.0;25.0;500.0;20.0;4;2.808236619300121;75.0;t;Entire home/apt;Real Bed;2;f;f;moderate;False;False;True;False;False
4962026;1;1.0;1.0;33.0;10.0;0.0;0.0;1;2.619978604210042;43.840176358300766;t;Private room;Real Bed;2;f;f;moderate;True;False;False;True;False
4962817;2;1.0;1.0;36.0;20.0;0.0;0.0;1;6.255616363694653;87.0;t;Private room;Real Bed;10;f;f;strict_14_with_grace_period;False;False;False;False;False
4962997;3;1.0;1.0;160.0;40.0;500.0;20.0;2;2.8011249779936236;83.45691781155504;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;False;False
4965994;2;1.0;0.0;50.0;49.0;1000.0;10.0;1;1.8767935532301268;60.0;t;Entire home/apt;Real Bed;61;f;f;strict_14_with_grace_period;True;True;False;True;False
4966739;2;1.0;1.0;22.0;0.0;0.0;0.0;1;3.2762370208414464;42.45605297630498;t;Private room;Real Bed;3;f;f;flexible;False;True;False;False;False
4972392;2;1.0;1.0;30.0;0.0;0.0;6.0;1;4.026142035788444;20.0;t;Private room;Real Bed;1;f;f;moderate;False;False;False;False;False
4974718;3;1.0;2.0;85.0;50.0;0.0;25.0;2;1.838376101196882;53.0;t;Entire home/apt;Real Bed;2;f;f;flexible;False;True;True;False;False
4975879;1;1.0;1.0;15.0;0.0;0.0;0.0;1;5.153767935077297;41.407188486926835;t;Private room;Real Bed;2;f;f;moderate;True;True;False;False;False
4976777;4;1.5;1.0;68.0;40.0;100.0;9.0;2;4.551616014759581;100.0;t;Entire home/apt;Real Bed;1;f;f;strict_14_with_grace_period;False;True;True;False;False
4981709;4;1.0;1.0;42.0;30.0;200.0;10.0;1;3.522373367912099;56.83864783368432;t;Private room;Real Bed;4;f;f;moderate;True;True;False;True;True
4982070;2;1.0;1.0;40.0;15.0;100.0;10.0;1;9.825344749574793;53.05567593832738;t;Entire home/apt;Real Bed;6;f;f;moderate;False;True;False;False;False
4982472;2;1.0;1.0;30.0;0.0;0.0;0.0;1;7.02856125505883;43.81606989677685;t;Private room;Real Bed;3;t;f;flexible;False;True;False;False;False
4992427;2;1.0;0.0;80.0;25.0;240.0;10.0;2;4.426699798742221;10.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;False;True;False;False;False
4996201;2;1.0;1.0;40.0;15.0;0.0;0.0;1;14.180422629654332;10.0;t;Private room;Real Bed;1;f;f;moderate;True;False;True;True;False
4996633;5;2.0;2.0;78.0;40.0;500.0;25.0;4;4.1286586837224615;100.0;t;Entire home/apt;Real Bed;31;f;f;strict_14_with_grace_period;True;False;True;True;False
4996809;2;1.0;1.0;69.0;65.0;150.0;10.0;1;3.98968824844715;10.0;t;Entire home/apt;Futon;3;f;f;strict_14_with_grace_period;True;False;True;True;False
5000396;2;1.0;1.0;40.0;0.0;0.0;0.0;1;4.565082938213927;10.0;t;Entire home/apt;Real Bed;7;f;f;flexible;False;True;False;False;False
5001905;2;1.0;1.0;32.0;0.0;0.0;10.0;1;4.8100708489677055;16.0;t;Private room;Real Bed;1;f;f;moderate;False;False;False;False;False
5001993;2;1.0;1.0;45.0;10.0;0.0;15.0;1;4.810780429658411;23.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;False;False;True;False;False
5008340;2;1.0;1.0;69.0;0.0;0.0;0.0;1;1.854746486444285;65.0;t;Entire home/apt;Real Bed;6;f;f;moderate;True;True;False;True;False
5010648;1;1.0;1.0;25.0;0.0;0.0;0.0;1;2.8385400963543486;10.0;t;Private room;Real Bed;3;f;f;moderate;False;False;False;False;True
5012107;3;1.0;2.0;45.0;45.0;300.0;10.0;2;3.9998529449757645;200.0;t;Entire home/apt;Real Bed;28;f;f;strict_14_with_grace_period;True;True;False;True;False
5017338;2;1.0;1.0;75.0;50.0;250.0;20.0;2;6.151571850266212;85.0;t;Entire home/apt;Real Bed;7;f;f;strict_14_with_grace_period;True;True;True;False;False
5017380;1;1.0;1.0;39.0;0.0;150.0;0.0;1;2.4339420149931943;49.43110022259683;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
5018744;2;1.0;1.0;39.0;5.0;0.0;10.0;1;3.009550772339535;50.407127006844;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
5018942;2;1.0;1.0;25.0;0.0;0.0;12.0;1;6.205924817281943;43.389623234303215;t;Private room;Real Bed;6;f;f;strict_14_with_grace_period;True;True;True;False;True
5020064;4;1.0;2.0;66.0;30.0;500.0;5.0;1;3.6522424568440885;67.64346549149879;t;Entire home/apt;Real Bed;4;f;f;moderate;True;False;True;False;True
5020658;2;1.0;1.0;60.0;0.0;500.0;0.0;2;4.056957698434793;60.38819470656365;t;Entire home/apt;Real Bed;4;f;f;moderate;False;True;False;False;False
5023002;1;1.0;1.0;25.0;15.0;300.0;0.0;1;3.64477013010374;10.0;t;Private room;Real Bed;12;f;f;strict_14_with_grace_period;False;False;False;False;False
5023455;2;1.0;1.0;70.0;30.0;0.0;0.0;1;5.2031965176952735;61.371700644227786;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;False;True;False
5023886;1;1.0;1.0;30.0;25.0;0.0;5.0;1;6.155458752491553;12.0;t;Entire home/apt;Real Bed;3;f;f;flexible;False;False;False;False;False
5024745;2;1.0;1.0;44.0;0.0;0.0;0.0;1;3.3600164068762797;200.0;t;Entire home/apt;Real Bed;4;f;f;moderate;False;False;False;False;False
5027470;4;1.5;1.0;50.0;0.0;200.0;0.0;1;7.519253630670292;100.0;t;Entire home/apt;Real Bed;7;f;f;moderate;False;True;True;False;False
5027836;2;1.5;2.0;150.0;0.0;0.0;0.0;1;3.1492745244137805;71.62107975246278;t;Entire home/apt;Real Bed;14;f;f;strict_14_with_grace_period;False;True;False;False;False
5032741;3;1.0;2.0;76.0;150.0;1000.0;0.0;2;3.401372595780934;60.0;t;Entire home/apt;Real Bed;61;f;f;moderate;True;True;True;False;False
5033585;4;1.0;1.0;55.0;10.0;250.0;15.0;2;1.6962677613632946;63.464330357168755;t;Private room;Real Bed;1;t;f;strict_14_with_grace_period;True;False;True;False;True
5034500;2;1.0;1.0;22.0;0.0;150.0;12.0;1;5.679795352756592;13.0;t;Private room;Real Bed;3;f;f;moderate;False;False;True;False;False
5034567;3;1.0;0.0;40.0;0.0;0.0;0.0;1;4.10647014208543;10.0;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;True;False;False
5035001;2;1.0;1.0;57.0;30.0;0.0;25.0;1;4.906173427271111;61.01904257972305;t;Entire home/apt;Real Bed;2;f;f;moderate;False;False;False;False;False
5038044;1;1.0;1.0;30.0;20.0;0.0;0.0;1;4.691947475933001;20.0;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
5043415;2;1.0;1.0;80.0;0.0;100.0;5.0;2;1.6505389310755276;66.53650155624;t;Entire home/apt;Real Bed;2;f;f;moderate;False;False;True;False;False
5043702;1;1.0;1.0;50.0;0.0;81.0;0.0;1;1.5291228437357836;50.32821809369365;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
5046962;2;1.5;2.0;50.0;39.0;200.0;10.0;2;4.043631169493379;65.7693471498823;t;Entire home/apt;Real Bed;6;f;f;strict_14_with_grace_period;True;False;False;False;False
5052871;1;1.0;1.0;30.0;0.0;0.0;0.0;1;2.172808055239535;43.303122664486864;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
5058674;2;1.0;1.0;70.0;15.0;0.0;0.0;1;4.655938966748387;62.342049027344444;t;Entire home/apt;Real Bed;1;f;f;flexible;False;False;True;False;False
5060152;4;1.0;2.0;99.0;40.0;0.0;20.0;2;3.707342196114061;55.0;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;False;True;False;False
5064409;1;1.0;1.0;30.0;0.0;0.0;0.0;1;2.9283728382595675;25.0;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
5065008;6;1.0;2.0;59.0;35.0;0.0;10.0;2;11.885486618796897;70.0;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;True;False;False
5069168;4;1.0;2.0;80.0;40.0;0.0;0.0;1;3.0230541433550346;71.27976979794481;t;Private room;Real Bed;3;f;f;flexible;True;True;True;True;False
5071698;2;1.0;1.0;22.0;0.0;0.0;15.0;1;3.2975690965030227;90.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;False;False;False;False;False
5074066;2;1.0;1.0;30.0;20.0;100.0;10.0;2;4.7845205103335235;53.700815969359155;t;Entire home/apt;Real Bed;2;f;f;moderate;False;False;False;False;False
5077241;2;1.0;1.0;25.0;0.0;0.0;5.0;1;6.2530055915297975;41.996106885101234;t;Private room;Real Bed;4;f;f;moderate;True;False;False;True;True
5080741;2;1.0;1.0;58.0;15.0;0.0;12.0;1;3.3930392259328808;54.67746879337383;t;Entire home/apt;Real Bed;6;f;f;moderate;True;True;True;False;False
5081448;3;1.0;1.0;33.0;10.0;150.0;10.0;1;2.967690438143617;47.01740690470161;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;False;True;False;False;True
5081996;4;1.0;1.0;190.0;70.0;150.0;25.0;2;2.576199753578743;70.0;t;Entire home/apt;Real Bed;4;f;f;strict_14_with_grace_period;True;True;True;False;False
5082170;9;1.0;1.0;99.0;40.0;150.0;15.0;4;23.666257182139443;18.0;t;Entire home/apt;Real Bed;1;f;f;strict_14_with_grace_period;False;True;False;False;False
5082765;2;1.0;2.0;90.0;80.0;1600.0;0.0;2;3.834571125923278;70.0;t;Entire home/apt;Real Bed;185;f;f;strict_14_with_grace_period;False;True;False;False;False
5086863;4;1.0;3.0;65.0;0.0;500.0;0.0;1;4.887015830175106;67.95737693525939;t;Entire home/apt;Real Bed;21;f;f;strict_14_with_grace_period;False;True;True;False;False
5086883;2;1.0;1.0;49.0;4.0;0.0;12.0;1;4.1349752664781985;90.0;t;Private room;Pull-out Sofa;2;t;f;strict_14_with_grace_period;True;False;True;True;False
5089623;1;1.0;1.0;96.0;0.0;0.0;0.0;1;3.321484462319861;62.51169204167751;t;Entire home/apt;Real Bed;1;f;f;flexible;False;False;False;False;False
5089754;2;1.0;1.0;35.0;0.0;0.0;0.0;1;4.78750833274952;44.38838346082513;t;Private room;Real Bed;7;f;f;moderate;False;False;False;False;False
5090394;2;1.0;1.0;30.0;25.0;100.0;0.0;1;7.317477688839733;24.0;t;Private room;Real Bed;25;t;f;moderate;False;True;False;False;False
5090483;1;1.0;1.0;29.0;0.0;290.0;9.0;1;1.7895751624050698;44.588045881060445;t;Private room;Real Bed;4;f;f;strict_14_with_grace_period;False;False;False;False;True
5090528;2;1.0;1.0;135.0;38.0;0.0;15.0;2;1.0893157667700224;75.18932758677022;t;Entire home/apt;Real Bed;3;f;f;moderate;True;False;False;False;False
5090534;2;1.0;1.0;22.0;0.0;0.0;10.0;2;6.548708952996606;12.0;t;Private room;Real Bed;7;f;f;flexible;False;False;False;False;False
5091645;2;2.0;1.0;85.0;0.0;0.0;0.0;1;1.7512641211781046;300.0;t;Private room;Real Bed;2;f;f;moderate;False;False;False;False;False
5093704;2;8.0;1.0;30.0;20.0;100.0;10.0;1;6.606107491980538;67.72502991278633;t;Private room;Real Bed;5;f;f;moderate;False;False;False;False;False
5097341;7;1.5;3.0;119.0;50.0;0.0;19.0;4;13.857154441035078;130.0;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;True;True;True;False
5097384;3;1.0;2.0;52.0;25.0;100.0;13.0;1;3.2528084585797603;57.60694227032774;t;Private room;Real Bed;10;f;f;moderate;True;True;True;True;False
5097388;1;1.0;1.0;39.0;0.0;0.0;10.0;1;3.6278700591727544;49.696998905466536;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;False;False;False;False;False
5097854;2;1.0;1.0;56.0;50.0;2000.0;0.0;1;3.913399484218643;70.77751158305277;t;Entire home/apt;Real Bed;7;f;f;strict_14_with_grace_period;False;True;False;False;False
5099228;2;1.0;1.0;41.0;0.0;0.0;0.0;1;2.791982596774429;48.69171900064926;t;Private room;Real Bed;5;f;f;flexible;False;False;False;False;False
5101263;2;1.0;1.0;38.0;0.0;0.0;0.0;1;3.2667635036825566;47.00009099655029;t;Private room;Real Bed;1;f;f;flexible;True;False;True;False;False
5103017;2;1.0;0.0;65.0;37.0;300.0;0.0;1;5.525115174198777;36.0;t;Entire home/apt;Real Bed;61;f;f;strict_14_with_grace_period;True;True;True;True;True
5109961;1;1.0;1.0;30.0;0.0;0.0;0.0;1;3.4111053960070232;15.0;t;Private room;Real Bed;2;f;f;moderate;True;False;False;False;False
5110211;8;3.0;5.0;130.0;50.0;500.0;20.0;5;3.0484467473500203;140.61200967041182;t;Entire home/apt;Real Bed;6;f;f;moderate;True;True;True;False;False
5110873;3;1.5;1.0;130.0;100.0;2000.0;0.0;1;3.0137011818910207;101.43694057904194;t;Entire home/apt;Real Bed;21;f;f;strict_14_with_grace_period;False;True;False;False;False
5110989;5;1.0;2.0;95.0;45.0;500.0;33.0;2;2.542114977815257;99.61153419353485;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;False;False
5111098;2;1.0;1.0;60.0;20.0;88.0;0.0;1;4.595086174250372;10.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;False;False;True;False;False
5112162;2;1.0;1.0;55.0;50.0;500.0;0.0;1;4.259111898464664;70.19304549018268;t;Entire home/apt;Real Bed;90;f;f;moderate;True;True;True;False;False
5115511;5;1.0;2.0;139.0;45.0;400.0;45.0;4;1.736313013785639;90.0;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;True;False;False
5119872;4;1.0;2.0;70.0;0.0;0.0;0.0;1;4.006458863637976;66.53492036622006;t;Entire home/apt;Real Bed;1;f;f;moderate;False;True;True;False;False
5120362;2;1.0;2.0;55.0;25.0;0.0;0.0;1;2.223868242932765;15.0;t;Entire home/apt;Real Bed;9;t;f;strict_14_with_grace_period;False;True;True;False;False
5121824;2;2.0;1.0;20.0;10.0;0.0;0.0;1;6.7509465990563235;49.21157747001811;t;Private room;Pull-out Sofa;2;f;f;flexible;True;False;True;False;False
5123237;2;1.0;1.0;30.0;0.0;0.0;20.0;1;6.701707474759124;44.369896116168846;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;True
5128714;2;1.0;1.0;27.0;0.0;200.0;16.0;1;2.000822634209534;45.18148535215478;t;Private room;Real Bed;1;f;f;moderate;False;True;False;False;True
