;accommodates;bathrooms;bedrooms;price;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;host_has_profile_pic;room_type;bed_type;minimum_nights;instant_bookable;is_business_travel_ready;cancellation_policy;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed
23247865;2;1.0;1.0;10.0;0.0;0.0;0.0;1;3.3964440684700525;43.32511923769293;t;Private room;Real Bed;1;t;f;flexible;True;False;False;False;True
23248377;3;1.0;2.0;60.0;60.0;0.0;18.0;1;3.2443459735575444;76.80176232452104;t;Entire home/apt;Real Bed;1;f;f;flexible;True;False;True;True;False
23248824;6;1.0;2.0;160.0;50.0;200.0;25.0;4;14.51038341311077;25.0;t;Entire home/apt;Real Bed;1;f;f;flexible;True;True;True;False;False
23249152;2;1.0;1.0;68.0;0.0;0.0;10.0;1;2.6824655213213506;62.403909818626914;t;Private room;Real Bed;1;f;f;moderate;False;True;False;True;False
23249333;2;2.0;0.0;25.0;0.0;0.0;0.0;1;3.6152256859873626;59.302040125779655;t;Private room;Real Bed;2;f;f;flexible;True;False;False;False;False
23249494;2;1.0;1.0;29.0;15.0;0.0;10.0;1;2.9321679028377288;30.0;t;Private room;Real Bed;14;f;f;strict_14_with_grace_period;True;False;True;False;False
23250499;4;1.0;2.0;32.0;0.0;0.0;0.0;1;1.9355368719412864;53.04445314583626;t;Private room;Real Bed;3;t;f;flexible;True;False;False;False;True
23251860;1;1.0;1.0;17.0;0.0;0.0;0.0;1;4.012526566617306;41.493544328253265;t;Private room;Real Bed;7;t;f;flexible;False;False;False;False;True
23252599;2;1.0;2.0;39.0;0.0;0.0;0.0;1;3.5256221732926485;49.399674632561556;t;Private room;Real Bed;7;t;f;strict_14_with_grace_period;True;False;False;True;False
23253254;3;1.0;1.0;30.0;0.0;0.0;10.0;1;1.0789812364951596;45.880750311009564;t;Private room;Real Bed;2;t;f;flexible;False;False;False;True;False
23259358;2;1.0;1.0;50.0;0.0;0.0;0.0;1;8.1058437787895;51.7488215880023;t;Private room;Real Bed;2;f;f;flexible;True;True;False;False;False
23259976;6;2.0;1.0;249.0;100.0;0.0;25.0;2;4.202992097489804;130.0;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;False;True;False
23259996;4;1.0;2.0;25.0;10.0;0.0;15.0;2;5.3719532426994645;60.4675208932246;t;Entire home/apt;Real Bed;4;f;f;moderate;True;True;True;False;False
23261111;2;1.0;1.0;27.0;0.0;0.0;0.0;1;0.9955930482502541;42.79923723933962;t;Private room;Real Bed;2;f;f;flexible;False;False;False;False;False
23261444;2;1.0;1.0;65.0;17.0;85.0;0.0;1;4.211838894719097;10.0;t;Entire home/apt;Real Bed;1;f;f;flexible;True;False;False;False;False
23262836;2;1.0;1.0;30.0;30.0;0.0;0.0;1;4.198273999927671;48.16529114546406;t;Private room;Real Bed;5;t;f;flexible;True;True;True;False;False
23263156;2;1.0;1.0;17.0;30.0;0.0;15.0;2;4.169847998700062;58.52384239795186;t;Private room;Real Bed;3;f;f;flexible;False;True;False;False;False
23263276;2;1.0;1.0;30.0;0.0;0.0;0.0;1;5.377736609507475;10.0;t;Private room;Real Bed;3;f;f;moderate;False;False;False;False;False
23264117;3;1.0;1.0;69.0;0.0;0.0;0.0;1;7.342344660431559;10.0;t;Entire home/apt;Real Bed;2;t;f;flexible;False;True;True;False;False
23264184;1;1.0;1.0;18.0;20.0;0.0;10.0;1;1.7369374188180486;44.28427861357097;t;Private room;Real Bed;2;t;f;strict_14_with_grace_period;True;False;False;False;True
23264590;2;1.0;1.0;28.0;0.0;0.0;0.0;1;5.914628965330745;300.0;t;Private room;Real Bed;4;t;f;flexible;False;True;False;False;True
23264723;2;1.0;1.0;58.0;10.0;100.0;6.0;1;3.246265275313485;10.0;t;Entire home/apt;Real Bed;5;f;f;moderate;True;False;False;True;True
23265967;3;1.0;1.0;90.0;30.0;0.0;50.0;1;1.3189780585763133;85.0;t;Entire home/apt;Real Bed;2;f;f;flexible;False;False;True;False;False
23266096;1;1.0;1.0;25.0;10.0;0.0;0.0;1;10.10624910024411;45.807232329603124;t;Private room;Real Bed;3;t;f;flexible;True;False;False;False;True
23268277;2;1.5;1.0;30.0;20.0;500.0;10.0;2;5.068392917252228;58.61310746446113;t;Private room;Real Bed;1;f;f;flexible;True;False;False;False;False
23270147;1;1.0;1.0;50.0;0.0;0.0;0.0;1;3.762551046629989;49.62037793772115;t;Private room;Real Bed;2;t;f;flexible;False;False;False;False;False
23270866;2;2.0;1.0;33.0;15.0;0.0;5.0;1;4.8660367231804305;50.58355351047969;t;Private room;Real Bed;7;f;f;moderate;True;False;False;True;False
23272363;2;1.0;0.0;20.0;0.0;0.0;0.0;1;4.355492256644602;22.0;t;Private room;Real Bed;2;f;f;flexible;True;False;False;False;True
23272831;4;2.0;2.0;40.0;15.0;0.0;10.0;1;3.0269499381450724;70.0;t;Entire home/apt;Real Bed;7;f;f;flexible;True;False;True;False;False
23272991;3;1.0;1.0;65.0;40.0;0.0;25.0;2;5.3071044123239455;66.21194187964191;t;Private room;Real Bed;2;f;f;moderate;True;True;True;True;True
23273163;2;1.0;1.0;64.0;25.0;0.0;0.0;2;2.6342066797167836;10.0;t;Private room;Real Bed;3;t;f;strict_14_with_grace_period;True;True;True;True;False
23274033;3;1.0;1.0;19.0;0.0;0.0;10.0;1;5.473274622803108;44.520551710041;t;Private room;Real Bed;1;f;f;moderate;True;True;True;False;True
23274121;1;1.0;1.0;14.0;0.0;0.0;0.0;1;15.016733886697216;10.0;t;Private room;Real Bed;5;t;f;flexible;True;True;False;False;True
23274490;3;1.0;0.0;75.0;0.0;0.0;0.0;1;7.2723689089959445;10.0;t;Entire home/apt;Real Bed;2;t;f;flexible;False;True;True;False;False
23274787;1;1.0;1.0;25.0;0.0;0.0;0.0;1;4.933908282952577;41.62161055728059;t;Private room;Real Bed;5;f;f;flexible;True;False;False;False;False
23279212;2;1.0;1.0;24.0;15.0;0.0;10.0;1;4.086834010405954;10.0;t;Private room;Real Bed;2;f;f;moderate;True;False;False;True;False
23279344;2;1.0;1.0;20.0;0.0;0.0;0.0;1;3.9182739366116253;10.0;t;Private room;Real Bed;1;f;f;flexible;True;True;True;True;False
23279451;1;1.0;1.0;20.0;0.0;0.0;0.0;1;1.8684570921909542;15.0;t;Private room;Real Bed;7;f;f;flexible;True;True;False;False;True
23279527;2;1.0;1.0;30.0;0.0;0.0;10.0;1;6.067194098811392;43.65088812014161;t;Private room;Real Bed;3;t;f;flexible;False;False;False;False;False
23280024;2;1.0;1.0;20.0;0.0;0.0;0.0;1;6.234532273111201;10.0;t;Private room;Real Bed;5;t;f;moderate;False;False;False;False;False
23280519;2;1.0;1.0;40.0;20.0;250.0;0.0;1;3.7838425579750936;51.78770877714322;t;Private room;Real Bed;3;t;f;moderate;True;True;False;False;True
23280876;1;1.0;1.0;35.0;21.0;0.0;15.0;1;2.421595804895904;10.0;t;Private room;Real Bed;2;t;f;flexible;True;False;False;True;False
23280919;2;1.0;1.0;45.0;0.0;0.0;15.0;1;0.4900695453690971;54.16258270200059;t;Private room;Real Bed;2;t;f;strict_14_with_grace_period;False;True;False;True;False
23285080;2;1.0;0.0;55.0;50.0;200.0;0.0;1;5.039716758218118;64.7663148559143;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;False;False;False
23285548;3;1.0;1.0;45.0;20.0;100.0;5.0;1;3.8750417760448608;54.332514648364;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;True;False;False;False;False
23285929;2;1.0;0.0;29.0;50.0;800.0;10.0;1;7.2394708328961865;53.16157018662108;t;Entire home/apt;Real Bed;14;f;f;flexible;True;True;False;True;False
23286150;3;1.0;0.0;59.0;45.0;200.0;0.0;2;5.043495801287158;74.79325777514885;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;False;False;False
23286713;2;1.0;1.0;48.0;0.0;0.0;0.0;1;4.194676271776682;50.235070225424685;t;Entire home/apt;Real Bed;3;f;f;moderate;True;False;False;True;False
23286734;2;1.0;1.0;24.0;14.0;0.0;13.0;1;5.76818538432712;15.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;False;True;True;False
23287763;1;1.0;1.0;28.0;0.0;0.0;5.0;1;1.9288859799604143;43.15630446962733;t;Private room;Real Bed;7;f;f;strict_14_with_grace_period;True;True;False;False;False
23287857;2;1.0;1.0;69.0;20.0;200.0;20.0;2;0.8105599484587085;71.72656709125673;t;Private room;Real Bed;3;f;f;moderate;True;True;False;False;False
23290410;9;1.0;3.0;200.0;40.0;0.0;10.0;6;3.741075084832733;101.61847252547655;t;Entire home/apt;Real Bed;1;t;f;flexible;True;True;True;False;False
23296530;2;1.0;1.0;28.0;0.0;0.0;10.0;1;3.1503406194093353;43.86520905837734;t;Private room;Real Bed;2;t;f;moderate;False;False;False;False;False
23297615;3;1.0;1.0;40.0;30.0;100.0;20.0;1;4.9152008492795565;56.01272670501203;t;Entire home/apt;Real Bed;2;t;f;flexible;True;False;False;False;False
23297832;2;1.0;1.0;20.0;10.0;0.0;8.0;2;2.4806567089115052;51.0181827881525;t;Private room;Real Bed;3;f;f;moderate;True;False;False;False;False
23298180;3;1.0;1.0;35.0;0.0;0.0;15.0;1;5.823940321560214;15.0;t;Private room;Real Bed;1;f;f;flexible;True;False;False;False;False
23298210;1;1.0;0.0;20.0;0.0;0.0;0.0;1;5.870279501798058;41.27602060834153;t;Private room;Real Bed;1;t;f;flexible;False;False;False;False;False
23298585;2;1.0;1.0;88.0;35.0;200.0;10.0;1;2.3485109016091386;30.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;True;False
23299893;2;1.0;1.0;26.0;20.0;0.0;10.0;2;1.2234183813402861;40.0;t;Entire home/apt;Real Bed;45;f;f;flexible;True;True;False;False;False
23301156;4;1.0;2.0;29.0;20.0;200.0;0.0;1;12.251134137397122;80.0;t;Entire home/apt;Real Bed;14;f;f;moderate;True;False;True;False;False
23302142;1;1.0;1.0;19.0;10.0;0.0;5.0;1;7.344335650065228;16.0;t;Private room;Real Bed;2;t;f;flexible;True;True;False;True;False
23302895;2;1.0;2.0;30.0;0.0;0.0;0.0;1;3.325304831820664;10.0;t;Private room;Real Bed;2;f;f;moderate;True;False;True;False;False
23303064;1;1.0;0.0;25.0;0.0;0.0;0.0;1;5.00542316962966;41.7259970077212;t;Private room;Real Bed;7;t;f;flexible;False;False;False;False;False
23303401;2;1.0;1.0;19.0;0.0;0.0;0.0;1;4.469849769214551;42.384342157464964;t;Private room;Real Bed;5;t;f;flexible;True;True;False;False;False
23305060;4;1.0;1.0;55.0;30.0;0.0;0.0;2;9.151693640065973;200.0;t;Entire home/apt;Real Bed;3;t;f;flexible;True;True;True;False;False
23305568;2;2.0;1.0;45.0;0.0;0.0;0.0;1;4.072523978179748;125.0;t;Private room;Real Bed;1;t;f;flexible;False;False;False;False;True
23307533;2;1.0;1.0;49.0;11.0;0.0;0.0;1;5.918441948668764;25.0;t;Private room;Real Bed;2;f;f;flexible;True;False;False;True;False
23308349;2;1.0;0.0;48.0;20.0;0.0;10.0;1;17.857398886073952;62.54193358558995;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;True;False;False;False
23308627;2;1.0;1.0;30.0;10.0;0.0;5.0;1;6.966101508113373;43.90974772084825;t;Private room;Real Bed;5;t;f;moderate;True;False;False;True;False
23313268;1;1.0;1.0;18.0;30.0;0.0;0.0;1;5.419630330589361;10.0;t;Private room;Real Bed;3;t;f;flexible;True;True;False;True;True
23314254;3;1.0;2.0;75.0;0.0;500.0;0.0;1;5.601945127682765;70.0;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;False;True;True;False;False
23314255;3;1.0;1.0;36.0;15.0;100.0;20.0;2;4.524394846871758;52.47302168669339;t;Private room;Real Bed;6;t;f;strict_14_with_grace_period;False;False;False;True;False
23315112;2;1.0;1.0;20.0;0.0;0.0;10.0;1;1.7491226170256327;43.157043036641014;t;Private room;Real Bed;4;f;f;flexible;False;False;False;True;False
23315139;3;1.0;1.0;55.0;20.0;0.0;0.0;3;3.4928015220859425;61.61857988688117;t;Entire home/apt;Real Bed;3;f;f;flexible;False;False;False;True;True
23315192;4;1.0;1.0;60.0;20.0;100.0;20.0;2;1.6562217991221846;64.59480511514704;t;Entire home/apt;Real Bed;4;t;f;strict_14_with_grace_period;False;True;True;True;False
23315743;2;2.0;1.0;120.0;40.0;200.0;0.0;1;4.39491988533048;90.0;t;Entire home/apt;Real Bed;62;f;f;strict_14_with_grace_period;True;True;False;True;False
23317382;2;1.5;1.0;20.0;10.0;0.0;5.0;1;2.232142936808515;47.72961135804499;t;Private room;Real Bed;4;t;f;flexible;True;False;False;False;True
23317385;3;1.0;1.0;105.0;50.0;300.0;0.0;1;5.188788254705478;82.97208342446694;t;Entire home/apt;Real Bed;1;t;f;moderate;False;True;True;False;False
23318599;1;1.0;1.0;35.0;15.0;1000.0;20.0;1;4.086945279551625;30.0;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
23319274;2;1.0;1.0;38.0;14.0;0.0;10.0;1;4.487362841708439;47.899156054781024;t;Private room;Real Bed;5;f;f;moderate;True;True;False;False;False
23319960;2;1.0;1.0;18.0;0.0;0.0;0.0;1;4.385028779884135;42.384342157464964;t;Private room;Real Bed;3;t;f;flexible;True;False;False;False;True
23321883;1;1.0;1.0;14.0;0.0;0.0;0.0;1;3.456470791550954;41.45307123912341;t;Private room;Real Bed;19;t;f;flexible;True;False;False;False;True
23323061;3;1.0;1.0;29.0;25.0;86.0;15.0;1;3.5715255209999217;48.55873858760407;t;Private room;Real Bed;2;t;f;strict_14_with_grace_period;True;True;False;False;False
23324932;2;1.0;1.0;29.0;0.0;0.0;0.0;1;3.1607231488572114;15.0;t;Private room;Real Bed;3;f;f;flexible;True;False;False;False;False
23331304;4;1.0;1.0;58.0;0.0;0.0;0.0;1;16.634274760612733;200.0;t;Entire home/apt;Real Bed;1;f;f;moderate;True;True;False;False;False
23331858;2;1.0;1.0;50.0;0.0;0.0;20.0;1;7.456842749524502;52.74949597076443;t;Private room;Real Bed;1;t;f;flexible;True;False;False;False;False
23331996;2;1.0;1.0;40.0;0.0;0.0;0.0;1;5.31311893647685;48.058402143448404;t;Private room;Real Bed;2;f;f;moderate;True;True;True;True;False
23332565;4;1.0;2.0;45.0;0.0;0.0;0.0;1;3.114561187482776;56.204584370126085;t;Entire home/apt;Real Bed;20;t;f;flexible;True;False;True;False;False
23332813;3;1.0;1.0;70.0;0.0;0.0;0.0;1;3.5028567110175133;63.337996745358915;t;Entire home/apt;Real Bed;4;f;f;flexible;True;False;True;False;False
23333240;4;1.0;1.0;60.0;20.0;200.0;15.0;2;8.530703997104515;25.0;t;Entire home/apt;Real Bed;2;f;f;flexible;True;False;True;True;False
23335356;4;1.0;3.0;80.0;20.0;0.0;10.0;1;5.60838873521545;20.0;t;Entire home/apt;Real Bed;2;f;f;flexible;True;True;False;True;False
23335490;4;1.0;0.0;49.0;0.0;0.0;0.0;1;3.3692214534987013;56.18675996452837;t;Entire home/apt;Real Bed;1;t;f;flexible;True;False;False;False;True
23335881;1;1.0;1.0;30.0;0.0;0.0;10.0;1;3.8894879735095986;43.10450563546095;t;Private room;Real Bed;2;f;f;flexible;True;False;False;False;True
23336049;5;1.0;2.0;69.0;25.0;0.0;19.0;2;5.970371289299644;250.0;t;Entire home/apt;Real Bed;2;t;f;moderate;True;True;False;False;False
23337787;6;2.0;4.0;125.0;0.0;0.0;0.0;1;12.63634942463812;300.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;True;False
23338593;2;1.0;1.0;90.0;20.0;0.0;0.0;1;1.411275959720427;10.0;t;Entire home/apt;Real Bed;3;f;f;flexible;True;False;False;False;False
23339442;4;1.5;1.0;80.0;65.0;250.0;15.0;2;6.935283153369015;10.0;t;Entire home/apt;Real Bed;7;f;f;moderate;False;True;True;False;False
23341396;1;1.0;1.0;18.0;15.0;150.0;0.0;1;4.3926661415183;42.6758245016767;t;Private room;Real Bed;3;t;f;strict_14_with_grace_period;True;False;False;True;False
23342025;2;1.0;1.0;45.0;15.0;0.0;5.0;1;4.584917929091048;50.857477685857205;t;Entire home/apt;Real Bed;1;t;f;flexible;True;True;False;True;False
23343187;3;1.0;1.0;25.0;0.0;0.0;0.0;1;7.281662178768781;20.0;t;Private room;Real Bed;2;f;f;flexible;False;False;False;True;True
23345492;1;1.0;0.0;23.0;0.0;0.0;0.0;1;6.537847530334956;41.34388852766762;t;Entire home/apt;Real Bed;1;f;f;flexible;True;False;False;False;False
23345993;5;2.0;3.0;150.0;100.0;1000.0;0.0;1;7.482301724375159;220.0;t;Entire home/apt;Real Bed;7;f;f;flexible;True;True;True;True;False
23346110;1;1.0;1.0;14.0;30.0;81.0;0.0;1;3.2189197778781593;45.23372874476392;t;Private room;Real Bed;7;f;f;moderate;True;True;False;True;True
23346210;2;1.0;1.0;55.0;30.0;0.0;5.0;1;3.234231157237954;58.82781686301201;t;Entire home/apt;Real Bed;3;f;f;moderate;True;False;False;True;False
23346262;1;1.0;1.0;16.0;0.0;0.0;0.0;1;4.417624121500546;15.0;t;Private room;Real Bed;2;t;f;flexible;True;False;False;False;False
23347137;4;1.0;0.0;45.0;25.0;100.0;5.0;1;3.0886964811291877;57.61877977245231;t;Entire home/apt;Real Bed;1;f;f;moderate;True;False;True;True;False
23348346;2;1.0;1.0;40.0;0.0;0.0;0.0;1;4.30332723749921;48.5449656006835;t;Entire home/apt;Real Bed;3;t;f;moderate;True;False;False;False;False
23348678;3;2.0;2.0;64.0;30.0;0.0;0.0;1;14.781558563623703;72.7390581046991;t;Entire home/apt;Real Bed;2;f;f;flexible;True;True;False;True;False
23348793;2;1.0;1.0;19.0;0.0;500.0;12.0;1;5.821829140756315;10.0;t;Private room;Real Bed;6;t;f;moderate;True;False;False;True;False
23349053;2;1.0;0.0;75.0;35.0;0.0;15.0;1;4.24444230850608;69.25842894355834;t;Entire home/apt;Real Bed;2;f;f;flexible;True;False;False;False;False
23349990;2;1.0;1.0;40.0;0.0;0.0;20.0;1;5.355912625349304;15.0;t;Private room;Real Bed;2;f;f;flexible;True;False;False;True;False
23350957;4;1.0;2.0;150.0;50.0;200.0;0.0;4;4.784442227367912;10.0;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;False;True;True;False;False
23351407;1;1.0;1.0;24.0;0.0;0.0;20.0;1;1.7622527726106174;43.5475808215522;t;Private room;Real Bed;1;t;f;flexible;True;False;False;False;True
23351551;1;2.0;0.0;18.0;0.0;0.0;0.0;1;0.6070289511355504;10.0;t;Private room;Pull-out Sofa;20;t;f;flexible;True;False;False;True;True
23351846;3;1.0;1.0;100.0;50.0;0.0;0.0;1;4.420706127751438;75.0;t;Entire home/apt;Real Bed;4;f;f;flexible;False;True;False;False;False
23352047;3;1.0;2.0;60.0;15.0;0.0;0.0;1;4.56481336822143;54.647438669800465;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;False;False;False
23352280;1;1.5;1.0;37.0;0.0;0.0;0.0;1;4.590392054698455;15.0;t;Private room;Real Bed;2;t;f;flexible;True;True;False;False;False
23354560;3;1.0;2.0;40.0;0.0;0.0;0.0;1;6.451925238716844;10.0;t;Entire home/apt;Real Bed;2;f;f;flexible;True;True;False;False;False
23354697;6;1.0;3.0;86.0;50.0;150.0;15.0;5;5.659292263551117;20.0;t;Entire home/apt;Real Bed;4;t;f;strict_14_with_grace_period;True;False;False;False;False
23354962;2;1.0;1.0;45.0;0.0;85.0;0.0;1;3.849480627029297;49.76494224106409;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;False
23355674;3;1.0;1.0;42.0;30.0;0.0;8.0;2;4.58346253502871;50.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;True;False;False;True
23355675;3;1.0;2.0;107.0;0.0;150.0;33.0;3;4.220667861007513;79.87522316532991;t;Entire home/apt;Real Bed;3;t;f;moderate;True;False;True;False;False
23359869;2;1.0;1.0;40.0;0.0;0.0;0.0;1;7.18963819454576;15.0;t;Private room;Real Bed;1;f;f;moderate;False;True;False;True;False
23363465;7;2.0;4.0;188.0;100.0;900.0;10.0;2;5.1279382050868545;150.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;False;False
23363958;3;1.0;1.0;18.0;0.0;0.0;0.0;1;4.546554152198996;44.984469734439735;t;Private room;Real Bed;1;t;f;flexible;True;False;False;True;False
23364201;2;1.0;1.0;27.0;0.0;0.0;12.0;1;4.053842597556059;43.724186963710665;t;Private room;Real Bed;3;f;f;flexible;True;False;False;True;False
23364250;2;1.5;1.0;20.0;10.0;0.0;0.0;1;4.858253912643409;140.0;t;Private room;Real Bed;3;f;f;flexible;True;False;False;True;True
23364407;2;1.0;1.0;42.0;0.0;0.0;0.0;1;5.309320467683329;100.0;t;Entire home/apt;Real Bed;4;f;f;strict_14_with_grace_period;True;False;False;False;False
23364842;4;1.0;2.0;199.0;0.0;0.0;26.0;2;3.9569260345410346;92.6029714450763;t;Private room;Real Bed;1;t;f;moderate;True;True;True;False;False
23366304;3;1.0;1.0;35.0;10.0;500.0;15.0;2;6.714833287594948;10.0;t;Private room;Real Bed;3;f;f;flexible;True;False;False;True;True
23367509;2;1.0;1.0;75.0;50.0;200.0;0.0;1;3.8857738344237664;80.59805467393225;t;Entire home/apt;Real Bed;2;f;f;moderate;True;False;False;True;False
23367569;2;1.0;1.0;40.0;10.0;200.0;10.0;1;4.049904300799188;15.0;t;Private room;Real Bed;1;f;f;moderate;True;False;False;True;False
23371047;3;1.0;1.0;95.0;59.0;0.0;25.0;2;5.079446004409727;10.0;t;Entire home/apt;Real Bed;14;t;f;strict_14_with_grace_period;True;True;False;True;False
23373447;1;1.0;1.0;20.0;0.0;0.0;0.0;1;3.389075652953475;41.52478205796342;t;Private room;Real Bed;4;f;f;moderate;False;False;False;False;False
23373482;4;1.0;1.0;55.0;29.0;0.0;15.0;2;4.487101330625502;64.67363131876304;t;Entire home/apt;Real Bed;7;f;f;flexible;True;True;False;False;False
23373865;1;2.0;1.0;60.0;40.0;1200.0;0.0;1;14.467030307796673;25.0;t;Private room;Real Bed;90;f;f;flexible;True;True;False;True;False
23375112;2;1.0;1.0;27.0;0.0;0.0;0.0;1;4.56874783273493;18.0;t;Private room;Real Bed;1;f;f;moderate;True;True;False;False;True
23375235;4;1.0;0.0;45.0;25.0;100.0;7.0;1;2.879930677254876;56.807006123803646;t;Private room;Real Bed;1;t;f;flexible;True;False;True;False;False
23375437;10;1.0;0.0;145.0;120.0;500.0;0.0;1;3.72517167461919;113.94037533648853;t;Entire home/apt;Real Bed;13;f;f;flexible;True;True;False;False;False
23376070;4;1.0;1.0;25.0;0.0;0.0;10.0;1;6.902904814514927;51.908025776561416;t;Private room;Real Bed;1;t;f;flexible;False;False;False;False;True
23377258;2;1.0;1.0;40.0;0.0;0.0;10.0;1;5.66091094824587;15.0;t;Entire home/apt;Real Bed;2;f;f;moderate;True;True;False;True;False
23377793;2;1.0;2.0;25.0;15.0;0.0;0.0;1;7.607464194562774;20.0;t;Private room;Real Bed;4;t;f;flexible;True;False;False;True;True
23381407;5;1.0;2.0;36.0;0.0;0.0;0.0;1;15.301106438749724;62.408826873973176;t;Entire home/apt;Real Bed;30;f;f;strict_14_with_grace_period;True;True;False;False;False
23381511;2;1.0;1.0;80.0;40.0;100.0;20.0;1;3.114881943379188;71.536617999181;t;Entire home/apt;Real Bed;2;f;f;moderate;True;False;False;False;False
23382388;2;1.0;1.0;54.0;20.0;0.0;25.0;1;2.067357626504377;10.0;t;Entire home/apt;Real Bed;2;f;f;moderate;True;False;False;False;False
23382965;2;1.0;1.0;30.0;0.0;0.0;0.0;1;3.9510465493645084;10.0;t;Entire home/apt;Real Bed;3;t;f;flexible;False;True;False;False;False
23383261;5;1.0;2.0;100.0;0.0;0.0;0.0;1;5.410353234612084;66.30596967580509;t;Private room;Real Bed;3;t;f;flexible;True;True;True;False;False
23384132;5;2.0;1.0;22.0;0.0;0.0;0.0;1;3.7686431738354083;68.87250820123198;t;Shared room;Real Bed;1;t;f;flexible;False;False;False;False;False
23384433;2;1.0;1.0;10.0;0.0;0.0;0.0;1;1.798787542322625;43.61916496045849;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;False;False;False
23385442;2;1.0;1.0;35.0;10.0;0.0;20.0;1;4.1591639460909615;45.53312059909906;t;Private room;Real Bed;1;f;f;flexible;True;False;False;False;False
23385840;2;1.0;1.0;80.0;40.0;500.0;0.0;1;2.800974624507681;73.14872402650789;t;Private room;Real Bed;7;t;f;moderate;True;False;True;True;False
23387144;2;1.0;1.0;40.0;0.0;0.0;10.0;1;4.002438094789456;49.66938718001302;t;Private room;Real Bed;2;f;f;moderate;True;False;False;False;False
23387226;2;1.0;2.0;36.0;0.0;0.0;0.0;1;3.846372714206008;10.0;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;False;False;False;False
23387813;2;1.0;1.0;80.0;0.0;100.0;0.0;1;5.325441661632203;57.30231760601424;t;Entire home/apt;Real Bed;2;t;f;flexible;True;True;False;True;True
23387948;4;2.0;2.0;250.0;280.0;4000.0;0.0;1;2.689655429138877;135.7393060881727;t;Entire home/apt;Real Bed;61;t;f;strict_14_with_grace_period;True;True;True;False;False
23389876;2;1.0;1.0;43.0;0.0;0.0;0.0;1;1.4340727118460903;49.564240765909126;t;Entire home/apt;Real Bed;15;f;f;flexible;True;False;False;False;True
23390027;2;1.0;1.0;50.0;25.0;100.0;30.0;2;3.9466946876468256;61.814941464242764;t;Entire home/apt;Real Bed;30;f;f;moderate;True;True;False;False;False
23391218;2;1.0;0.0;40.0;0.0;0.0;5.0;1;10.392222628634935;53.65410623809719;t;Private room;Real Bed;2;f;f;flexible;False;True;False;True;True
23392412;3;1.0;2.0;22.0;0.0;0.0;0.0;1;2.734201726119423;45.81861377443487;t;Private room;Real Bed;1;t;f;moderate;True;False;True;True;True
23393184;2;1.5;1.0;40.0;0.0;0.0;0.0;1;2.7634592729901772;53.950248030079486;t;Private room;Real Bed;5;t;f;flexible;True;False;False;True;True
23393543;2;1.0;0.0;31.0;10.0;0.0;0.0;2;10.672212790213152;55.395946878641844;t;Private room;Real Bed;2;f;f;moderate;True;True;False;False;False
23393846;2;1.0;1.0;35.0;0.0;0.0;0.0;1;3.5990700527901818;44.38838346082513;t;Entire home/apt;Real Bed;14;t;f;flexible;False;False;False;False;False
23393982;2;1.0;1.0;50.0;5.0;0.0;10.0;2;4.687109134191043;54.0;t;Entire home/apt;Real Bed;1;f;f;flexible;True;False;True;True;False
23395192;2;1.0;1.0;39.0;17.0;0.0;0.0;1;2.71709722242256;15.0;t;Private room;Real Bed;1;f;f;flexible;True;False;False;False;False
23397899;2;1.0;1.0;35.0;20.0;0.0;0.0;1;3.807181346809123;10.0;t;Private room;Real Bed;2;t;f;flexible;True;False;False;False;False
23402108;3;1.0;1.0;75.0;0.0;0.0;0.0;1;4.9803531190093775;80.0;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;True;True;False;False;False
23403582;2;1.0;1.0;39.0;13.0;200.0;28.0;1;1.096652888987242;22.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;False;False
23404609;2;1.5;1.0;45.0;0.0;0.0;0.0;1;2.584950472400341;55.808993218262124;t;Private room;Real Bed;2;f;f;flexible;True;False;False;False;False
23405151;8;2.0;3.0;120.0;50.0;0.0;0.0;1;6.9499085909549425;92.0;t;Entire home/apt;Real Bed;1;t;f;flexible;True;True;True;True;False
